actual,estimate,period,symbol,year,quarter,beat,f1_pup,f2_vup,f3_bothup,f4_average_price
0.38,0.3475,2006-09-30,MMC,2006,3,1,0.4444444444444444,0.49206349206349204,0.25396825396825395,26.44730158730159
0.36,0.435,2006-06-30,MMC,2006,2,0,0.42857142857142855,0.5079365079365079,0.2222222222222222,28.73269841269841
0.43,0.52267,2006-03-31,MMC,2006,1,0,0.4838709677419355,0.4838709677419355,0.24193548387096775,30.701935483870965
0.03,0.31314000000000003,2005-12-31,MMC,2005,4,0,0.5238095238095238,0.5238095238095238,0.2698412698412698,30.403015873015867
0.35,0.3775,2005-09-30,MMC,2005,3,0,0.5,0.4375,0.21875,28.5840625
0.43,0.41,2005-06-30,MMC,2005,2,1,0.421875,0.5,0.171875,28.757656250000007
0.52,0.4870600000000001,2005-03-31,MMC,2005,1,1,0.3770491803278688,0.4098360655737705,0.13114754098360656,31.402786885245902
-1.28,-0.602,2004-12-31,MMC,2004,4,0,0.578125,0.421875,0.28125,31.551718749999996
0.04,0.6675,2004-09-30,MMC,2004,3,0,0.609375,0.5,0.359375,44.59890624999999
0.73,0.7175,2004-06-30,MMC,2004,2,1,0.5645161290322581,0.46774193548387094,0.20967741935483872,44.51241935483869
0.94,0.9,2004-03-31,MMC,2004,1,1,0.46774193548387094,0.5161290322580645,0.20967741935483872,47.57790322580646
0.7,0.6493800000000001,2003-12-31,MMC,2003,4,1,0.5,0.46875,0.21875,45.88671875
0.65,0.6525,2003-09-30,MMC,2003,3,0,0.453125,0.46875,0.21875,50.24671875000001
0.66,0.638,2003-06-30,MMC,2003,2,1,0.5714285714285714,0.5238095238095238,0.31746031746031744,48.89015873015872
0.81,0.78571,2003-03-31,MMC,2003,1,1,0.4426229508196721,0.5573770491803278,0.2459016393442623,42.96819672131148
0.57,0.5727800000000001,2002-12-31,MMC,2002,4,0,0.609375,0.484375,0.265625,46.081875000000004
0.55,0.55235,2002-09-30,MMC,2002,3,0,0.546875,0.515625,0.25,45.33843749999998
0.6,0.5675,2002-06-30,MMC,2002,2,1,0.46875,0.484375,0.1875,102.46484375000003
0.735,0.73324,2002-03-31,MMC,2002,1,1,0.38333333333333336,0.4666666666666667,0.2,105.82316666666664
1.31,1.28,2019-12-31,MDT,2019,4,1,0.453125,0.515625,0.234375,109.73218749999998
1.26,1.18,2019-09-30,MDT,2019,3,1,0.578125,0.5625,0.3125,104.33484375
1.54,1.46,2019-06-30,MDT,2019,2,1,0.5079365079365079,0.47619047619047616,0.23809523809523808,91.30238095238093
1.29,1.24,2019-03-31,MDT,2019,1,1,0.5409836065573771,0.4918032786885246,0.26229508196721313,89.50180327868851
1.22,1.1467,2018-12-31,MDT,2018,4,1,0.3968253968253968,0.5079365079365079,0.2222222222222222,93.44841269841268
1.17,1.11232,2018-09-30,MDT,2018,3,1,0.6984126984126984,0.5396825396825397,0.38095238095238093,92.4526984126984
1.42,1.3853799999999998,2018-06-30,MDT,2018,2,1,0.5625,0.453125,0.265625,83.52625
1.17,1.16557,2018-03-31,MDT,2018,1,1,0.47540983606557374,0.5573770491803278,0.26229508196721313,82.48311475409834
1.07,0.9831,2017-12-31,MDT,2017,4,1,0.49206349206349204,0.47619047619047616,0.19047619047619047,80.08920634920635
1.12,1.08409,2017-09-30,MDT,2017,3,1,0.49206349206349204,0.4603174603174603,0.2222222222222222,83.0263492063492
1.33,1.31286,2017-06-30,MDT,2017,2,1,0.5396825396825397,0.5238095238095238,0.25396825396825395,84.32285714285713
1.12,1.1065200000000002,2017-03-31,MDT,2017,1,1,0.6612903225806451,0.4032258064516129,0.25806451612903225,78.1129032258064
1.12,1.11044,2016-12-31,MDT,2016,4,1,0.4126984126984127,0.49206349206349204,0.14285714285714285,78.56269841269842
1.03,1.01179,2016-09-30,MDT,2016,3,1,0.546875,0.46875,0.234375,87.13796875
1.27,1.26413,2016-06-30,MDT,2016,2,1,0.609375,0.515625,0.296875,80.86796875
1.06,1.05955,2016-03-31,MDT,2016,1,1,0.4918032786885246,0.4426229508196721,0.22950819672131148,75.31885245901637
1.03,1.0003,2015-12-31,MDT,2015,4,1,0.53125,0.5,0.234375,75.27671875
1.02,1.012,2015-09-30,MDT,2015,3,1,0.484375,0.59375,0.265625,73.65125
1.16,1.10832,2015-06-30,MDT,2015,2,1,0.3968253968253968,0.5079365079365079,0.19047619047619047,76.40333333333335
1.01,0.969,2015-03-31,MDT,2015,1,1,0.5081967213114754,0.4918032786885246,0.21311475409836064,75.79278688524592
0.96,0.96045,2014-12-31,MDT,2014,4,0,0.515625,0.453125,0.21875,69.49140624999998
0.93,0.92142,2014-09-30,MDT,2014,3,1,0.484375,0.5,0.234375,63.58156249999999
1.12,1.12248,2014-06-30,MDT,2014,2,0,0.5555555555555556,0.47619047619047616,0.23809523809523808,60.74777777777779
0.91,0.91205,2014-03-31,MDT,2014,1,0,0.5409836065573771,0.4426229508196721,0.22950819672131148,58.24950819672132
0.91,0.90165,2013-12-31,MDT,2013,4,1,0.484375,0.484375,0.28125,56.7015625
0.88,0.8807,2013-09-30,MDT,2013,3,0,0.5625,0.5625,0.34375,53.808437500000004
1.1,1.03044,2013-06-30,MDT,2013,2,1,0.640625,0.453125,0.328125,49.43109375000001
0.93,0.914,2013-03-31,MDT,2013,1,1,0.6333333333333333,0.4666666666666667,0.3,45.491
0.88,0.88292,2012-12-31,MDT,2012,4,0,0.45161290322580644,0.5161290322580645,0.24193548387096775,42.30951612903227
0.85,0.85,2012-09-30,MDT,2012,3,1,0.5079365079365079,0.4603174603174603,0.2222222222222222,40.30761904761905
0.99,0.97958,2012-06-30,MDT,2012,2,1,0.5079365079365079,0.49206349206349204,0.2222222222222222,37.65984126984126
0.84,0.84077,2012-03-31,MDT,2012,1,0,0.5161290322580645,0.5161290322580645,0.25806451612903225,39.05177419354839
0.84,0.81862,2011-12-31,MDT,2011,4,1,0.5079365079365079,0.5238095238095238,0.2857142857142857,34.73777777777777
0.79,0.7923100000000001,2011-09-30,MDT,2011,3,0,0.546875,0.53125,0.25,34.61437499999999
0.9,0.92462,2011-06-30,MDT,2011,2,0,0.5238095238095238,0.5079365079365079,0.2857142857142857,40.30555555555555
0.86,0.8357700000000001,2011-03-31,MDT,2011,1,1,0.5806451612903226,0.45161290322580644,0.20967741935483872,38.4682258064516
0.82,0.8131,2010-12-31,MDT,2010,4,1,0.40625,0.484375,0.21875,35.04625000000001
0.8,0.80474,2010-09-30,MDT,2010,3,0,0.5,0.484375,0.203125,35.13515625
0.9,0.88179,2010-06-30,MDT,2010,2,1,0.3492063492063492,0.49206349206349204,0.15873015873015872,41.42873015873015
0.77,0.7570399999999999,2010-03-31,MDT,2010,1,1,0.4918032786885246,0.5081967213114754,0.2459016393442623,44.26836065573772
0.77,0.74179,2009-12-31,MDT,2009,4,1,0.5,0.5,0.296875,40.020937499999974
0.79,0.78458,2009-09-30,MDT,2009,3,1,0.515625,0.4375,0.21875,36.361875000000005
0.82,0.82391,2009-06-30,MDT,2009,2,0,0.5555555555555556,0.47619047619047616,0.31746031746031744,32.58968253968254
0.71,0.6981,2009-03-31,MDT,2009,1,1,0.5245901639344263,0.5081967213114754,0.26229508196721313,31.06114754098361
0.67,0.7078300000000001,2008-12-31,MDT,2008,4,0,0.390625,0.484375,0.171875,36.24578125
0.72,0.6922699999999999,2008-09-30,MDT,2008,3,1,0.484375,0.5625,0.265625,53.27546875
0.78,0.72539,2008-06-30,MDT,2008,2,1,0.578125,0.5,0.265625,49.85093750000001
0.63,0.6128,2008-03-31,MDT,2008,1,1,0.4918032786885246,0.5245901639344263,0.3114754098360656,48.33606557377048
0.58,0.56333,2007-12-31,MDT,2007,4,1,0.515625,0.46875,0.25,49.92093750000001
0.62,0.61952,2007-09-30,MDT,2007,3,1,0.6507936507936508,0.47619047619047616,0.2857142857142857,53.416349206349174
0.66,0.62261,2007-06-30,MDT,2007,2,1,0.5555555555555556,0.5238095238095238,0.30158730158730157,52.111428571428576
0.61,0.57931,2007-03-31,MDT,2007,1,1,0.5081967213114754,0.5245901639344263,0.26229508196721313,51.86016393442622
0.59,0.5596899999999999,2006-12-31,MDT,2006,4,1,0.5873015873015873,0.4603174603174603,0.2857142857142857,50.78888888888888
0.55,0.5421199999999999,2006-09-30,MDT,2006,3,1,0.5079365079365079,0.4126984126984127,0.19047619047619047,46.5784126984127
0.62,0.6215,2006-06-30,MDT,2006,2,0,0.3492063492063492,0.47619047619047616,0.1746031746031746,49.65238095238092
0.55,0.55323,2006-03-31,MDT,2006,1,0,0.4032258064516129,0.5161290322580645,0.20967741935483872,55.45549193548388
0.54,0.5423100000000001,2005-12-31,MDT,2005,4,0,0.5396825396825397,0.4603174603174603,0.2222222222222222,56.19206349206347
0.5,0.49387,2005-09-30,MDT,2005,3,1,0.4375,0.53125,0.21875,54.66390625000001
0.53,0.53182,2005-06-30,MDT,2005,2,0,0.484375,0.5,0.265625,52.27984375000001
0.46,0.45543,2005-03-31,MDT,2005,1,1,0.47540983606557374,0.5245901639344263,0.2786885245901639,52.26032786885244
0.44,0.4517100000000001,2004-12-31,MDT,2004,4,0,0.53125,0.453125,0.234375,50.2115625
0.43,0.4303,2004-09-30,MDT,2004,3,0,0.5625,0.578125,0.375,49.79734375
0.48,0.46097,2004-06-30,MDT,2004,2,1,0.5,0.3709677419354839,0.16129032258064516,49.46612903225808
0.4,0.39969,2004-03-31,MDT,2004,1,1,0.5161290322580645,0.4032258064516129,0.20967741935483872,48.431290322580644
0.39,0.391,2003-12-31,MDT,2003,4,0,0.515625,0.484375,0.234375,46.131249999999994
0.37,0.37067,2003-09-30,MDT,2003,3,0,0.4375,0.53125,0.265625,49.65656249999999
0.4,0.39893,2003-06-30,MDT,2003,2,1,0.5079365079365079,0.5396825396825397,0.25396825396825395,48.09253968253969
0.35,0.35107,2003-03-31,MDT,2003,1,0,0.4918032786885246,0.4918032786885246,0.26229508196721313,45.220000000000006
0.34,0.34087,2002-12-31,MDT,2002,4,0,0.578125,0.5,0.28125,45.843125
0.32,0.32091,2002-09-30,MDT,2002,3,0,0.578125,0.484375,0.25,40.09203125
0.34,0.33962,2002-06-30,MDT,2002,2,1,0.5625,0.546875,0.328125,44.87562499999999
0.3,0.30077,2002-03-31,MDT,2002,1,0,0.26666666666666666,0.4666666666666667,0.13333333333333333,46.99716666666667
1.97,1.96,2019-12-31,MCD,2019,4,1,0.46875,0.5,0.25,198.36265625000004
2.11,2.21,2019-09-30,MCD,2019,3,0,0.5,0.53125,0.234375,214.38968749999995
2.05,2.05,2019-06-30,MCD,2019,2,1,0.5873015873015873,0.4603174603174603,0.2857142857142857,198.0787301587302
1.72,1.75,2019-03-31,MCD,2019,1,0,0.5081967213114754,0.4426229508196721,0.19672131147540983,181.47852459016397
1.97,1.88792,2018-12-31,MCD,2018,4,1,0.47619047619047616,0.42857142857142855,0.2222222222222222,177.34523809523807
2.1,1.99333,2018-09-30,MCD,2018,3,1,0.6031746031746031,0.5079365079365079,0.31746031746031744,160.26238095238105
1.99,1.92197,2018-06-30,MCD,2018,2,1,0.40625,0.4375,0.15625,162.14281249999993
1.79,1.67118,2018-03-31,MCD,2018,1,1,0.45901639344262296,0.5081967213114754,0.19672131147540983,164.51196721311476
1.71,1.5869,2017-12-31,MCD,2017,4,1,0.6349206349206349,0.49206349206349204,0.2698412698412698,167.9315873015873
1.76,1.77,2017-09-30,MCD,2017,3,0,0.47619047619047616,0.47619047619047616,0.2222222222222222,156.73126984126992
1.73,1.61714,2017-06-30,MCD,2017,2,1,0.5555555555555556,0.5079365079365079,0.2857142857142857,144.52619047619044
1.47,1.33444,2017-03-31,MCD,2017,1,1,0.5645161290322581,0.4838709677419355,0.25806451612903225,125.47887096774195
1.43,1.4120700000000002,2016-12-31,MCD,2016,4,1,0.49206349206349204,0.49206349206349204,0.2698412698412698,117.25539682539682
1.62,1.48446,2016-09-30,MCD,2016,3,1,0.46875,0.484375,0.25,118.49859375000003
1.45,1.38441,2016-06-30,MCD,2016,2,1,0.59375,0.40625,0.15625,125.23890625000001
1.23,1.16367,2016-03-31,MCD,2016,1,1,0.6229508196721312,0.5409836065573771,0.3442622950819672,119.49934426229504
1.31,1.2326,2015-12-31,MCD,2015,4,1,0.625,0.484375,0.3125,111.81312499999999
1.4,1.2748,2015-09-30,MCD,2015,3,1,0.59375,0.5625,0.359375,97.41203125
1.29,1.23452,2015-06-30,MCD,2015,2,1,0.47619047619047616,0.49206349206349204,0.20634920634920634,96.72349206349206
1.01,1.05775,2015-03-31,MCD,2015,1,0,0.5737704918032787,0.4426229508196721,0.2459016393442623,94.87524590163935
1.13,1.218,2014-12-31,MCD,2014,4,0,0.5,0.453125,0.203125,93.61140624999997
1.36,1.366,2014-09-30,MCD,2014,3,0,0.4375,0.40625,0.21875,95.37765625
1.4,1.43772,2014-06-30,MCD,2014,2,0,0.47619047619047616,0.5079365079365079,0.23809523809523808,100.95285714285716
1.21,1.23783,2014-03-31,MCD,2014,1,0,0.4426229508196721,0.4918032786885246,0.21311475409836064,95.61967213114755
1.4,1.39329,2013-12-31,MCD,2013,4,1,0.578125,0.53125,0.3125,96.08140624999999
1.52,1.507,2013-09-30,MCD,2013,3,1,0.4375,0.46875,0.203125,97.6221875
1.38,1.40307,2013-06-30,MCD,2013,2,0,0.484375,0.515625,0.234375,100.1421875
1.26,1.26593,2013-03-31,MCD,2013,1,0,0.6833333333333333,0.43333333333333335,0.31666666666666665,95.0699783333333
1.38,1.33071,2012-12-31,MCD,2012,4,1,0.3548387096774194,0.45161290322580644,0.16129032258064516,88.46464354838709
1.43,1.47385,2012-09-30,MCD,2012,3,0,0.47619047619047616,0.49206349206349204,0.25396825396825395,90.08412698412701
1.32,1.3746200000000002,2012-06-30,MCD,2012,2,0,0.42857142857142855,0.47619047619047616,0.15873015873015872,92.5018253968254
1.23,1.23,2012-03-31,MCD,2012,1,1,0.5483870967741935,0.5483870967741935,0.3064516129032258,99.09306451612905
1.33,1.296,2011-12-31,MCD,2011,4,1,0.49206349206349204,0.42857142857142855,0.20634920634920634,93.6668253968254
1.45,1.42769,2011-09-30,MCD,2011,3,1,0.5,0.53125,0.28125,87.14156250000003
1.35,1.28435,2011-06-30,MCD,2011,2,1,0.6190476190476191,0.5555555555555556,0.4126984126984127,79.9588873015873
1.15,1.1413,2011-03-31,MCD,2011,1,1,0.4838709677419355,0.46774193548387094,0.1935483870967742,74.93370967741936
1.16,1.15522,2010-12-31,MCD,2010,4,1,0.484375,0.390625,0.203125,77.78124999999999
1.29,1.24524,2010-09-30,MCD,2010,3,1,0.5625,0.578125,0.328125,72.2384375
1.13,1.11857,2010-06-30,MCD,2010,2,1,0.4444444444444444,0.4444444444444444,0.15873015873015872,68.98325396825399
1.03,0.96316,2010-03-31,MCD,2010,1,1,0.5409836065573771,0.4918032786885246,0.29508196721311475,64.29950819672133
1.03,1.017,2009-12-31,MCD,2009,4,1,0.53125,0.4375,0.203125,60.96703124999998
1.15,1.1094700000000002,2009-09-30,MCD,2009,3,1,0.5,0.453125,0.203125,56.265937500000014
0.97,0.96667,2009-06-30,MCD,2009,2,1,0.5079365079365079,0.4603174603174603,0.19047619047619047,56.200158730158726
0.83,0.81765,2009-03-31,MCD,2009,1,1,0.47540983606557374,0.5245901639344263,0.26229508196721313,56.24983606557376
0.87,0.8293299999999999,2008-12-31,MCD,2008,4,1,0.515625,0.53125,0.28125,57.60578125
1.05,0.97667,2008-09-30,MCD,2008,3,1,0.515625,0.5,0.296875,61.3440625
0.94,0.85667,2008-06-30,MCD,2008,2,1,0.5,0.453125,0.21875,58.43359374999998
0.81,0.69667,2008-03-31,MCD,2008,1,1,0.47540983606557374,0.4918032786885246,0.2786885245901639,54.71409836065575
0.73,0.7068800000000001,2007-12-31,MCD,2007,4,1,0.53125,0.5,0.265625,58.430467187499985
0.83,0.82857,2007-09-30,MCD,2007,3,1,0.47619047619047616,0.49206349206349204,0.2857142857142857,50.89444444444444
0.71,0.70933,2007-06-30,MCD,2007,2,1,0.5396825396825397,0.5238095238095238,0.2698412698412698,49.91238095238096
0.62,0.61556,2007-03-31,MCD,2007,1,1,0.6229508196721312,0.4426229508196721,0.21311475409836064,44.364754098360656
0.61,0.60944,2006-12-31,MCD,2006,4,1,0.6825396825396826,0.4603174603174603,0.2857142857142857,42.1268253968254
0.68,0.68067,2006-09-30,MCD,2006,3,0,0.5079365079365079,0.4603174603174603,0.2857142857142857,35.88507936507936
0.67,0.61563,2006-06-30,MCD,2006,2,1,0.47619047619047616,0.5238095238095238,0.30158730158730157,34.010476190476176
0.49,0.49313,2006-03-31,MCD,2006,1,0,0.5,0.532258064516129,0.27419354838709675,35.09790322580645
0.48,0.48235,2005-12-31,MCD,2005,4,0,0.47619047619047616,0.4444444444444444,0.20634920634920634,33.50380952380952
0.58,0.5796399999999999,2005-09-30,MCD,2005,3,1,0.5625,0.5625,0.328125,31.919843750000002
0.42,0.42,2005-06-30,MCD,2005,2,1,0.453125,0.515625,0.15625,29.998906250000005
0.56,0.43,2005-03-31,MCD,2005,1,1,0.5245901639344263,0.5245901639344263,0.29508196721311475,32.172622950819665
0.45,0.45722,2004-12-31,MCD,2004,4,0,0.578125,0.484375,0.328125,30.211718750000003
0.61,0.61,2004-09-30,MCD,2004,3,1,0.609375,0.484375,0.28125,27.11140625000001
0.47,0.46556,2004-06-30,MCD,2004,2,1,0.46774193548387094,0.532258064516129,0.22580645161290322,26.95629032258065
0.4,0.4,2004-03-31,MCD,2004,1,1,0.5645161290322581,0.5,0.27419354838709675,27.041774193548388
0.35,0.3495,2003-12-31,MCD,2003,4,1,0.515625,0.453125,0.21875,25.01765625000001
0.43,0.40222,2003-09-30,MCD,2003,3,1,0.59375,0.5,0.34375,22.683281249999997
0.37,0.37067,2003-06-30,MCD,2003,2,0,0.5555555555555556,0.47619047619047616,0.2857142857142857,18.318571428571417
0.29,0.28067,2003-03-31,MCD,2003,1,1,0.5409836065573771,0.5409836065573771,0.3442622950819672,14.378852459016393
0.25,0.25267,2002-12-31,MCD,2002,4,0,0.71875,0.53125,0.390625,17.650156249999995
0.38,0.39,2002-09-30,MCD,2002,3,0,0.390625,0.453125,0.125,23.202968749999993
0.39,0.38056,2002-06-30,MCD,2002,2,1,0.484375,0.453125,0.25,29.07984375
0.31,0.29333000000000004,2002-03-31,MCD,2002,1,1,0.35,0.55,0.16666666666666666,27.09383333333334
1.41,1.35,2019-12-31,LOW,2019,4,1,0.484375,0.5,0.28125,114.34515625000002
2.15,2.01,2019-09-30,LOW,2019,3,1,0.453125,0.46875,0.234375,105.56234374999998
1.22,1.33,2019-06-30,LOW,2019,2,0,0.5714285714285714,0.4603174603174603,0.2857142857142857,105.46857142857144
0.8,0.77,2019-03-31,LOW,2019,1,1,0.5901639344262295,0.47540983606557374,0.32786885245901637,99.79852459016392
1.04,0.975,2018-12-31,LOW,2018,4,1,0.3968253968253968,0.4603174603174603,0.19047619047619047,96.41841269841267
2.07,2.01671,2018-09-30,LOW,2018,3,1,0.5714285714285714,0.49206349206349204,0.30158730158730157,104.19063492063493
1.19,1.2159,2018-06-30,LOW,2018,2,0,0.5625,0.46875,0.203125,90.51296875
0.74,0.87421,2018-03-31,LOW,2018,1,0,0.4262295081967213,0.47540983606557374,0.22950819672131148,94.65344262295082
1.05,1.02457,2017-12-31,LOW,2017,4,1,0.6031746031746031,0.4444444444444444,0.2857142857142857,82.66571428571426
1.57,1.61304,2017-09-30,LOW,2017,3,0,0.49206349206349204,0.4444444444444444,0.14285714285714285,76.57761904761908
1.03,1.06086,2017-06-30,LOW,2017,2,0,0.49206349206349204,0.49206349206349204,0.1746031746031746,81.73523809523813
0.86,0.7861100000000001,2017-03-31,LOW,2017,1,1,0.532258064516129,0.4838709677419355,0.27419354838709675,76.5424193548387
0.88,0.95996,2016-12-31,LOW,2016,4,0,0.42857142857142855,0.5396825396825397,0.23809523809523808,70.75095238095238
1.37,1.41537,2016-09-30,LOW,2016,3,0,0.4375,0.5,0.15625,77.775
0.87,0.84775,2016-06-30,LOW,2016,2,1,0.53125,0.5,0.25,77.35374999999999
0.59,0.5934,2016-03-31,LOW,2016,1,0,0.5737704918032787,0.4426229508196721,0.26229508196721313,70.55295081967212
0.8,0.77704,2015-12-31,LOW,2015,4,1,0.515625,0.421875,0.1875,74.25203124999999
1.2,1.23542,2015-09-30,LOW,2015,3,0,0.546875,0.484375,0.265625,68.76749999999998
0.7,0.73963,2015-06-30,LOW,2015,2,0,0.5238095238095238,0.5079365079365079,0.2698412698412698,71.30714285714288
0.46,0.43452,2015-03-31,LOW,2015,1,1,0.5245901639344263,0.5081967213114754,0.2786885245901639,71.69147540983604
0.59,0.58178,2014-12-31,LOW,2014,4,1,0.609375,0.484375,0.25,59.87078124999999
1.04,1.02329,2014-09-30,LOW,2014,3,1,0.578125,0.515625,0.296875,50.53062499999999
0.58,0.59811,2014-06-30,LOW,2014,2,0,0.5238095238095238,0.5079365079365079,0.23809523809523808,46.63238095238095
0.31,0.30777,2014-03-31,LOW,2014,1,1,0.5245901639344263,0.4918032786885246,0.14754098360655737,48.25573770491803
0.47,0.48169,2013-12-31,LOW,2013,4,0,0.5,0.5,0.1875,48.58953125000001
0.88,0.78962,2013-09-30,LOW,2013,3,1,0.546875,0.46875,0.25,45.385781249999994
0.49,0.50615,2013-06-30,LOW,2013,2,0,0.515625,0.515625,0.21875,40.2484375
0.26,0.2316,2013-03-31,LOW,2013,1,1,0.5,0.5,0.23333333333333334,37.86766666666668
0.4,0.35192,2012-12-31,LOW,2012,4,1,0.5161290322580645,0.4838709677419355,0.22580645161290322,33.43655967741936
0.65,0.7,2012-09-30,LOW,2012,3,0,0.5873015873015873,0.4444444444444444,0.2222222222222222,27.47690476190475
0.44,0.4212,2012-06-30,LOW,2012,2,1,0.6190476190476191,0.5079365079365079,0.2857142857142857,29.239047619047614
0.29,0.235,2012-03-31,LOW,2012,1,1,0.5806451612903226,0.46774193548387094,0.27419354838709675,28.05508064516129
0.35,0.32682,2011-12-31,LOW,2011,4,1,0.5079365079365079,0.4603174603174603,0.30158730158730157,22.863174603174606
0.68,0.66292,2011-09-30,LOW,2011,3,1,0.4375,0.515625,0.25,20.729999999999997
0.34,0.3613,2011-06-30,LOW,2011,2,0,0.3968253968253968,0.5238095238095238,0.2222222222222222,24.911269841269835
0.21,0.17708,2011-03-31,LOW,2011,1,1,0.532258064516129,0.4838709677419355,0.2903225806451613,25.590645161290322
0.31,0.2996,2010-12-31,LOW,2010,4,1,0.484375,0.484375,0.203125,23.063125000000007
0.58,0.58577,2010-09-30,LOW,2010,3,0,0.421875,0.484375,0.234375,20.889218749999998
0.34,0.308,2010-06-30,LOW,2010,2,1,0.4603174603174603,0.49206349206349204,0.2222222222222222,24.865079365079364
0.14,0.12148,2010-03-31,LOW,2010,1,1,0.5081967213114754,0.4918032786885246,0.22950819672131148,23.342950819672133
0.24,0.23964,2009-12-31,LOW,2009,4,1,0.484375,0.453125,0.203125,21.770781250000006
0.53,0.53654,2009-09-30,LOW,2009,3,0,0.578125,0.4375,0.203125,21.198437500000004
0.32,0.25273,2009-06-30,LOW,2009,2,1,0.42857142857142855,0.4444444444444444,0.19047619047619047,19.77777777777777
0.11,0.12091,2009-03-31,LOW,2009,1,0,0.4918032786885246,0.4918032786885246,0.2459016393442623,18.062622950819677
0.33,0.28333,2008-12-31,LOW,2008,4,1,0.484375,0.515625,0.296875,20.205625000000005
0.64,0.5581,2008-09-30,LOW,2008,3,1,0.484375,0.453125,0.234375,22.69453125
0.41,0.396,2008-06-30,LOW,2008,2,1,0.46875,0.515625,0.265625,24.034843749999997
0.28,0.2515,2008-03-31,LOW,2008,1,1,0.45901639344262296,0.5081967213114754,0.29508196721311475,23.19475409836065
0.43,0.41444,2007-12-31,LOW,2007,4,1,0.4375,0.484375,0.21875,25.26468750000001
0.67,0.61053,2007-09-30,LOW,2007,3,1,0.5555555555555556,0.47619047619047616,0.2698412698412698,29.38380952380953
0.48,0.4920000000000001,2007-06-30,LOW,2007,2,0,0.42857142857142855,0.5079365079365079,0.20634920634920634,31.46825396825396
0.4,0.36667,2007-03-31,LOW,2007,1,1,0.45901639344262296,0.39344262295081966,0.13114754098360656,32.75245901639344
0.46,0.43286,2006-12-31,LOW,2006,4,1,0.5079365079365079,0.49206349206349204,0.25396825396825395,30.32873015873016
0.6,0.60526,2006-09-30,LOW,2006,3,0,0.42857142857142855,0.49206349206349204,0.19047619047619047,28.32936507936509
0.53,0.4685,2006-06-30,LOW,2006,2,1,0.3968253968253968,0.49206349206349204,0.19047619047619047,62.7947619047619
0.435,0.39819,2006-03-31,LOW,2006,1,1,0.41935483870967744,0.4838709677419355,0.20967741935483872,65.58274193548387
0.405,0.38614,2005-12-31,LOW,2005,4,1,0.42857142857142855,0.47619047619047616,0.20634920634920634,64.45047619047617
0.525,0.5081,2005-09-30,LOW,2005,3,1,0.515625,0.5,0.3125,64.35140625000001
0.37,0.37783,2005-06-30,LOW,2005,2,0,0.546875,0.515625,0.28125,55.780156250000005
0.32,0.2966,2005-03-31,LOW,2005,1,1,0.47540983606557374,0.5081967213114754,0.22950819672131148,57.50770491803278
0.33,0.32604,2004-12-31,LOW,2004,4,1,0.484375,0.46875,0.234375,57.0340625
0.445,0.45289,2004-09-30,LOW,2004,3,0,0.5,0.46875,0.25,50.83281250000001
0.285,0.27125,2004-06-30,LOW,2004,2,1,0.3870967741935484,0.4838709677419355,0.16129032258064516,53.03580645161289
0.25,0.248,2004-03-31,LOW,2004,1,1,0.5,0.5161290322580645,0.24193548387096775,54.73709677419357
0.28,0.2664,2003-12-31,LOW,2003,4,1,0.46875,0.4375,0.1875,57.12453125
0.375,0.3452,2003-09-30,LOW,2003,3,1,0.515625,0.46875,0.234375,49.722187500000004
0.265,0.26063000000000003,2003-06-30,LOW,2003,2,1,0.4603174603174603,0.4603174603174603,0.19047619047619047,43.65952380952381
0.2,0.1658,2003-03-31,LOW,2003,1,1,0.5081967213114754,0.4426229508196721,0.2459016393442623,37.30721311475409
0.215,0.20109,2002-12-31,LOW,2002,4,1,0.421875,0.46875,0.265625,40.342343750000005
0.295,0.27095,2002-09-30,LOW,2002,3,1,0.546875,0.453125,0.25,40.41859375
0.22,0.18091,2002-06-30,LOW,2002,2,1,0.515625,0.421875,0.25,44.7953125
0.14,0.12652,2002-03-31,LOW,2002,1,1,0.36666666666666664,0.45,0.16666666666666666,44.39866666666665
5.29,5.03,2019-12-31,LMT,2019,4,1,0.5,0.53125,0.234375,383.74578125
5.66,5.02,2019-09-30,LMT,2019,3,1,0.5625,0.46875,0.1875,376.0829687499999
5.0,4.77,2019-06-30,LMT,2019,2,1,0.6349206349206349,0.47619047619047616,0.31746031746031744,334.52682539682536
5.99,4.34,2019-03-31,LMT,2019,1,1,0.5081967213114754,0.4426229508196721,0.21311475409836064,293.26819672131154
4.39,4.4004699999999985,2018-12-31,LMT,2018,4,0,0.3968253968253968,0.5396825396825397,0.1746031746031746,303.3984126984127
5.14,4.30689,2018-09-30,LMT,2018,3,1,0.5396825396825397,0.5396825396825397,0.25396825396825395,322.6739682539682
4.31,3.92344,2018-06-30,LMT,2018,2,1,0.46875,0.453125,0.234375,322.57031250000006
4.02,3.39589,2018-03-31,LMT,2018,1,1,0.47540983606557374,0.4918032786885246,0.18032786885245902,340.3401639344262
3.87,4.06522,2017-12-31,LMT,2017,4,0,0.5238095238095238,0.5238095238095238,0.25396825396825395,315.2614285714286
3.24,3.2605,2017-09-30,LMT,2017,3,0,0.5079365079365079,0.49206349206349204,0.23809523809523808,298.36999999999995
3.23,3.11144,2017-06-30,LMT,2017,2,1,0.47619047619047616,0.4603174603174603,0.20634920634920634,274.72174603174614
