actual,estimate,period,symbol,year,quarter,beat,f1_pup,f2_vup,f3_bothup,f4_average_price
0.43,0.002,2009-09-30,PLD,2009,3,1,0.5625,0.515625,0.3125,21.06437499999999
0.12,0.006,2009-06-30,PLD,2009,2,1,0.6031746031746031,0.4603174603174603,0.31746031746031744,18.081746031746032
-1.24,-1.16,2009-03-31,PLD,2009,1,0,0.4098360655737705,0.4918032786885246,0.22950819672131148,15.714918032786885
-2.07,-1.1305,2008-12-31,PLD,2008,4,0,0.5,0.515625,0.203125,21.980312500000004
0.24,0.34,2008-09-30,PLD,2008,3,0,0.546875,0.53125,0.3125,47.53437500000001
0.73,0.685,2008-06-30,PLD,2008,2,1,0.421875,0.453125,0.234375,56.455937499999976
0.39,0.3075,2008-03-31,PLD,2008,1,1,0.47540983606557374,0.5245901639344263,0.22950819672131148,51.25868852459016
0.92,0.88,2007-12-31,PLD,2007,4,1,0.53125,0.515625,0.234375,61.15640625000002
0.69,0.53,2007-09-30,PLD,2007,3,1,0.5396825396825397,0.4444444444444444,0.25396825396825395,54.62365079365079
1.1,0.38,2007-06-30,PLD,2007,2,1,0.4126984126984127,0.4603174603174603,0.1746031746031746,58.19698412698413
0.23,0.3125,2007-03-31,PLD,2007,1,0,0.5737704918032787,0.47540983606557374,0.2459016393442623,59.97540983606556
0.91,0.615,2006-12-31,PLD,2006,4,1,0.5555555555555556,0.5714285714285714,0.30158730158730157,58.724444444444444
0.33,0.44,2006-09-30,PLD,2006,3,0,0.49206349206349204,0.4603174603174603,0.2222222222222222,53.8542857142857
0.8,0.445,2006-06-30,PLD,2006,2,1,0.3492063492063492,0.47619047619047616,0.1111111111111111,49.86380952380952
0.26,0.17332999999999998,2006-03-31,PLD,2006,1,1,0.5967741935483871,0.5,0.3064516129032258,52.324193548387086
1.56,0.73,2005-12-31,PLD,2005,4,1,0.5396825396825397,0.5079365079365079,0.25396825396825395,45.53888888888889
0.31,0.18,2005-09-30,PLD,2005,3,1,0.546875,0.5,0.265625,44.429531250000004
0.45,0.25,2005-06-30,PLD,2005,2,1,0.5625,0.453125,0.296875,40.23125
0.52,0.155,2005-03-31,PLD,2005,1,1,0.47540983606557374,0.47540983606557374,0.19672131147540983,38.5549180327869
0.65,0.43,2004-12-31,PLD,2004,4,1,0.59375,0.46875,0.296875,38.798281249999995
0.35,0.285,2004-09-30,PLD,2004,3,1,0.5,0.5,0.28125,35.86703125
0.22,0.18,2004-06-30,PLD,2004,2,1,0.5161290322580645,0.5,0.25806451612903225,32.55
0.19,0.165,2004-03-31,PLD,2004,1,1,0.5645161290322581,0.532258064516129,0.3387096774193548,35.224677419354826
0.32,0.22667,2003-12-31,PLD,2003,4,1,0.46875,0.453125,0.25,31.501406250000006
0.26,0.25,2003-09-30,PLD,2003,3,1,0.515625,0.484375,0.25,28.499999999999996
0.19,0.0,2003-06-30,PLD,2003,2,1,0.3968253968253968,0.49206349206349204,0.14285714285714285,27.9747619047619
0.69,0.52,2003-03-31,PLD,2003,1,1,0.4262295081967213,0.4426229508196721,0.16393442622950818,27.494098360655734
0.43,0.4,2002-12-31,PLD,2002,4,1,0.453125,0.5,0.171875,27.20875
0.3,0.47,2002-09-30,PLD,2002,3,0,0.390625,0.515625,0.1875,28.905312499999994
0.31,0.61,2002-06-30,PLD,2002,2,0,0.5,0.515625,0.34375,28.77140625
0.34,0.0,2002-03-31,PLD,2002,1,1,0.4166666666666667,0.4666666666666667,0.2,26.40666666666665
1.42,1.37,2019-12-31,PG,2019,4,1,0.5,0.546875,0.265625,122.35249999999999
1.37,1.24,2019-09-30,PG,2019,3,1,0.625,0.484375,0.234375,118.16234374999996
1.1,1.05,2019-06-30,PG,2019,2,1,0.6349206349206349,0.42857142857142855,0.23809523809523808,106.58682539682539
1.06,1.03,2019-03-31,PG,2019,1,1,0.5737704918032787,0.47540983606557374,0.2459016393442623,97.3426229508197
1.25,1.20965,2018-12-31,PG,2018,4,1,0.5396825396825397,0.47619047619047616,0.31746031746031744,89.39555555555553
1.12,1.09221,2018-09-30,PG,2018,3,1,0.6190476190476191,0.49206349206349204,0.36507936507936506,81.7842857142857
0.94,0.89995,2018-06-30,PG,2018,2,1,0.5,0.4375,0.1875,75.25625000000002
1.0,0.9828,2018-03-31,PG,2018,1,1,0.3770491803278688,0.4918032786885246,0.13114754098360656,83.37295081967211
1.19,1.14205,2017-12-31,PG,2017,4,1,0.42857142857142855,0.5079365079365079,0.20634920634920634,89.93412698412698
1.09,1.0763,2017-09-30,PG,2017,3,1,0.5396825396825397,0.5396825396825397,0.2857142857142857,91.04460317460321
0.85,0.78263,2017-06-30,PG,2017,2,1,0.4603174603174603,0.4603174603174603,0.20634920634920634,88.14809523809524
0.96,0.9395,2017-03-31,PG,2017,1,1,0.6290322580645161,0.4838709677419355,0.3387096774193548,88.6708064516129
1.08,1.06311,2016-12-31,PG,2016,4,1,0.3968253968253968,0.4603174603174603,0.12698412698412698,85.23222222222223
1.03,0.97718,2016-09-30,PG,2016,3,1,0.5625,0.515625,0.296875,86.85062500000002
0.79,0.7440000000000001,2016-06-30,PG,2016,2,1,0.59375,0.4375,0.21875,82.08203124999997
0.86,0.81633,2016-03-31,PG,2016,1,1,0.6065573770491803,0.5737704918032787,0.3770491803278688,80.57311475409833
1.04,0.9785,2015-12-31,PG,2015,4,1,0.578125,0.484375,0.21875,76.41937499999999
0.98,0.94588,2015-09-30,PG,2015,3,1,0.46875,0.453125,0.25,74.980625
1.0,0.9456,2015-06-30,PG,2015,2,1,0.3492063492063492,0.5396825396825397,0.20634920634920634,80.46444444444448
0.92,0.92379,2015-03-31,PG,2015,1,0,0.36065573770491804,0.4918032786885246,0.09836065573770492,85.97688524590163
1.06,1.13032,2014-12-31,PG,2014,4,0,0.59375,0.453125,0.28125,87.98187499999999
1.07,1.07238,2014-09-30,PG,2014,3,0,0.53125,0.53125,0.3125,81.93765624999997
0.95,0.90809,2014-06-30,PG,2014,2,1,0.4444444444444444,0.49206349206349204,0.23809523809523808,80.63222222222225
1.04,1.01491,2014-03-31,PG,2014,1,1,0.45901639344262296,0.45901639344262296,0.16393442622950818,78.79754098360655
1.21,1.19838,2013-12-31,PG,2013,4,1,0.515625,0.5,0.25,81.46984375000002
1.05,1.05255,2013-09-30,PG,2013,3,0,0.5,0.515625,0.234375,79.58132812500001
0.79,0.77,2013-06-30,PG,2013,2,1,0.5625,0.46875,0.25,78.48312499999997
0.99,0.95663,2013-03-31,PG,2013,1,1,0.6833333333333333,0.4166666666666667,0.3,74.56333333333335
1.22,1.1113,2012-12-31,PG,2012,4,1,0.5161290322580645,0.4838709677419355,0.2903225806451613,68.82225806451612
1.06,0.95909,2012-09-30,PG,2012,3,1,0.6507936507936508,0.5238095238095238,0.3333333333333333,66.21650793650792
0.82,0.77,2012-06-30,PG,2012,2,1,0.4444444444444444,0.49206349206349204,0.2222222222222222,63.77182539682541
0.94,0.92895,2012-03-31,PG,2012,1,1,0.532258064516129,0.45161290322580644,0.24193548387096775,65.88483870967744
1.1,1.08048,2011-12-31,PG,2011,4,1,0.5396825396825397,0.4126984126984127,0.23809523809523808,64.25857142857144
1.03,1.02762,2011-09-30,PG,2011,3,1,0.53125,0.4375,0.203125,62.677656249999984
0.84,0.82409,2011-06-30,PG,2011,2,1,0.5555555555555556,0.49206349206349204,0.25396825396825395,64.67444444444445
0.96,0.96792,2011-03-31,PG,2011,1,0,0.5,0.5161290322580645,0.24193548387096775,63.32661290322581
1.13,1.09909,2010-12-31,PG,2010,4,1,0.53125,0.5,0.25,63.27703125000001
1.02,0.99571,2010-09-30,PG,2010,3,1,0.546875,0.453125,0.25,60.79109375
0.71,0.7315,2010-06-30,PG,2010,2,0,0.49206349206349204,0.5714285714285714,0.23809523809523808,62.035873015873015
0.89,0.816,2010-03-31,PG,2010,1,1,0.5409836065573771,0.5245901639344263,0.29508196721311475,62.42065573770494
1.49,1.42462,2009-12-31,PG,2009,4,1,0.5625,0.484375,0.203125,60.28093749999999
1.06,0.98733,2009-09-30,PG,2009,3,1,0.546875,0.484375,0.3125,54.334062499999995
0.8,0.7864300000000001,2009-06-30,PG,2009,2,1,0.5238095238095238,0.49206349206349204,0.2698412698412698,51.01746031746031
0.84,0.80214,2009-03-31,PG,2009,1,1,0.45901639344262296,0.5245901639344263,0.2786885245901639,52.05229508196721
1.58,1.5830799999999998,2008-12-31,PG,2008,4,0,0.46875,0.484375,0.25,62.53046874999999
1.03,0.98273,2008-09-30,PG,2008,3,1,0.53125,0.453125,0.265625,67.94437499999997
0.92,0.77813,2008-06-30,PG,2008,2,1,0.375,0.46875,0.125,66.50390625000003
0.82,0.8075,2008-03-31,PG,2008,1,1,0.45901639344262296,0.5081967213114754,0.2459016393442623,67.63905573770492
0.98,0.96625,2007-12-31,PG,2007,4,1,0.515625,0.484375,0.25,72.10015625
0.92,0.89471,2007-09-30,PG,2007,3,1,0.6825396825396826,0.4603174603174603,0.2857142857142857,64.89492063492064
0.67,0.66063,2007-06-30,PG,2007,2,1,0.42857142857142855,0.5238095238095238,0.2222222222222222,62.747619047619054
0.74,0.74125,2007-03-31,PG,2007,1,0,0.6065573770491803,0.5409836065573771,0.3114754098360656,63.9477049180328
0.84,0.8343799999999999,2006-12-31,PG,2006,4,1,0.6349206349206349,0.42857142857142855,0.25396825396825395,63.36285714285715
0.79,0.78,2006-09-30,PG,2006,3,1,0.6031746031746031,0.4444444444444444,0.23809523809523808,59.441587301587305
0.55,0.53588,2006-06-30,PG,2006,2,1,0.5396825396825397,0.47619047619047616,0.2222222222222222,55.79047619047621
0.63,0.6075,2006-03-31,PG,2006,1,1,0.5806451612903226,0.4838709677419355,0.27419354838709675,59.47306451612902
0.72,0.68625,2005-12-31,PG,2005,4,1,0.5873015873015873,0.4444444444444444,0.20634920634920634,56.87396825396826
0.77,0.7583300000000001,2005-09-30,PG,2005,3,1,0.53125,0.46875,0.265625,55.10828125000001
0.56,0.55412,2005-06-30,PG,2005,2,1,0.453125,0.46875,0.21875,54.689531250000016
0.63,0.61438,2005-03-31,PG,2005,1,1,0.4918032786885246,0.45901639344262296,0.21311475409836064,53.805409836065586
0.74,0.72,2004-12-31,PG,2004,4,1,0.515625,0.46875,0.25,54.140781249999996
0.73,0.71867,2004-09-30,PG,2004,3,1,0.59375,0.515625,0.3125,54.68421875
0.5,0.48429,2004-06-30,PG,2004,2,1,0.4838709677419355,0.5,0.24193548387096775,100.35548387096775
0.545,0.53857,2004-03-31,PG,2004,1,1,0.5645161290322581,0.45161290322580644,0.1935483870967742,101.9474193548387
0.65,0.6423300000000001,2003-12-31,PG,2003,4,1,0.625,0.5625,0.34375,96.66421874999996
0.63,0.62542,2003-09-30,PG,2003,3,1,0.515625,0.5,0.3125,89.52609375000002
0.43,0.43,2003-06-30,PG,2003,2,1,0.5238095238095238,0.49206349206349204,0.30158730158730157,90.2479365079365
0.48,0.47889,2003-03-31,PG,2003,1,1,0.5573770491803278,0.47540983606557374,0.3114754098360656,84.83016393442621
0.565,0.5585,2002-12-31,PG,2002,4,1,0.453125,0.453125,0.125,87.71765625000002
0.56,0.551,2002-09-30,PG,2002,3,1,0.65625,0.53125,0.28125,88.31187499999999
0.38,0.37273,2002-06-30,PG,2002,2,1,0.5,0.484375,0.234375,90.95203125000002
0.42,0.41455,2002-03-31,PG,2002,1,1,0.4666666666666667,0.4666666666666667,0.21666666666666667,83.23199999999997
0.9,0.88,2019-12-31,ORCL,2019,4,1,0.484375,0.46875,0.25,55.04750000000002
0.81,0.81,2019-09-30,ORCL,2019,3,1,0.359375,0.453125,0.1875,55.24031250000001
1.16,1.07,2019-06-30,ORCL,2019,2,1,0.4444444444444444,0.47619047619047616,0.20634920634920634,54.11079365079365
0.87,0.84,2019-03-31,ORCL,2019,1,1,0.7377049180327869,0.4262295081967213,0.26229508196721313,50.94770491803279
0.8,0.78181,2018-12-31,ORCL,2018,4,1,0.47619047619047616,0.47619047619047616,0.2222222222222222,47.92238095238096
0.71,0.6857800000000001,2018-09-30,ORCL,2018,3,1,0.6349206349206349,0.4603174603174603,0.30158730158730157,48.57444444444444
0.99,0.94031,2018-06-30,ORCL,2018,2,1,0.546875,0.515625,0.1875,46.07312500000002
0.83,0.72341,2018-03-31,ORCL,2018,1,1,0.5409836065573771,0.47540983606557374,0.26229508196721313,49.71409836065575
0.7,0.68148,2017-12-31,ORCL,2017,4,1,0.5238095238095238,0.5079365079365079,0.20634920634920634,49.05087301587303
0.62,0.6040300000000001,2017-09-30,ORCL,2017,3,1,0.5555555555555556,0.42857142857142855,0.23809523809523808,49.75444444444444
0.89,0.78375,2017-06-30,ORCL,2017,2,1,0.4603174603174603,0.4603174603174603,0.2222222222222222,45.57460317460317
0.69,0.61775,2017-03-31,ORCL,2017,1,1,0.5967741935483871,0.532258064516129,0.3064516129032258,41.63806451612903
0.61,0.6,2016-12-31,ORCL,2016,4,1,0.49206349206349204,0.4603174603174603,0.19047619047619047,39.11333333333333
0.55,0.5787800000000001,2016-09-30,ORCL,2016,3,0,0.46875,0.453125,0.234375,40.744218750000016
0.81,0.81484,2016-06-30,ORCL,2016,2,0,0.484375,0.53125,0.234375,39.931875
0.64,0.6191800000000001,2016-03-31,ORCL,2016,1,1,0.6065573770491803,0.5409836065573771,0.26229508196721313,37.0122950819672
0.63,0.59697,2015-12-31,ORCL,2015,4,1,0.578125,0.4375,0.1875,38.188437499999985
0.53,0.52169,2015-09-30,ORCL,2015,3,1,0.484375,0.515625,0.234375,38.44406250000001
0.78,0.86431,2015-06-30,ORCL,2015,2,0,0.4603174603174603,0.42857142857142855,0.2222222222222222,43.37396825396825
0.68,0.68271,2015-03-31,ORCL,2015,1,0,0.5245901639344263,0.5081967213114754,0.19672131147540983,43.34131147540984
0.69,0.68318,2014-12-31,ORCL,2014,4,1,0.515625,0.421875,0.25,40.72156250000001
0.62,0.63912,2014-09-30,ORCL,2014,3,0,0.515625,0.53125,0.21875,40.48640625
0.92,0.95463,2014-06-30,ORCL,2014,2,0,0.5238095238095238,0.3968253968253968,0.2222222222222222,41.14507936507937
0.68,0.70109,2014-03-31,ORCL,2014,1,0,0.5573770491803278,0.5573770491803278,0.29508196721311475,38.06344262295082
0.69,0.67168,2013-12-31,ORCL,2013,4,1,0.59375,0.421875,0.265625,34.37546875
0.59,0.56091,2013-09-30,ORCL,2013,3,1,0.640625,0.453125,0.265625,32.44265624999999
0.87,0.87355,2013-06-30,ORCL,2013,2,0,0.578125,0.484375,0.234375,33.17928124999999
0.65,0.66389,2013-03-31,ORCL,2013,1,0,0.55,0.43333333333333335,0.26666666666666666,34.78341666666667
0.64,0.60968,2012-12-31,ORCL,2012,4,1,0.5,0.5161290322580645,0.2903225806451613,31.523811290322577
0.53,0.5306,2012-09-30,ORCL,2012,3,0,0.49206349206349204,0.5079365079365079,0.2857142857142857,31.108841269841275
0.82,0.78165,2012-06-30,ORCL,2012,2,1,0.6031746031746031,0.49206349206349204,0.2857142857142857,27.842301587301595
0.62,0.56081,2012-03-31,ORCL,2012,1,1,0.532258064516129,0.5,0.27419354838709675,28.74451612903226
0.54,0.5699,2011-12-31,ORCL,2011,4,0,0.47619047619047616,0.5079365079365079,0.2222222222222222,30.56571428571428
0.48,0.46465,2011-09-30,ORCL,2011,3,1,0.46875,0.46875,0.203125,29.2344375
0.75,0.7126100000000001,2011-06-30,ORCL,2011,2,1,0.5238095238095238,0.5079365079365079,0.2222222222222222,33.52490476190477
0.54,0.49546,2011-03-31,ORCL,2011,1,1,0.5483870967741935,0.5,0.25806451612903225,32.19820967741934
0.51,0.45749,2010-12-31,ORCL,2010,4,1,0.546875,0.515625,0.28125,29.046406250000004
0.42,0.36515,2010-09-30,ORCL,2010,3,1,0.640625,0.5,0.28125,24.116921874999996
0.6,0.5395300000000001,2010-06-30,ORCL,2010,2,1,0.4126984126984127,0.5396825396825397,0.23809523809523808,24.006619047619054
0.38,0.37464,2010-03-31,ORCL,2010,1,1,0.5081967213114754,0.5737704918032787,0.32786885245901637,24.595901639344255
0.39,0.35759,2009-12-31,ORCL,2009,4,1,0.625,0.53125,0.328125,22.274718749999998
0.3,0.30107,2009-09-30,ORCL,2009,3,0,0.453125,0.484375,0.171875,21.672500000000007
0.46,0.44231,2009-06-30,ORCL,2009,2,1,0.5714285714285714,0.4444444444444444,0.25396825396825395,19.560158730158722
0.35,0.31609,2009-03-31,ORCL,2009,1,1,0.5409836065573771,0.4918032786885246,0.22950819672131148,16.791475409836064
0.34,0.34208,2008-12-31,ORCL,2008,4,0,0.453125,0.515625,0.234375,17.126562500000002
0.29,0.26682,2008-09-30,ORCL,2008,3,1,0.46875,0.4375,0.234375,21.10109374999999
0.47,0.4395,2008-06-30,ORCL,2008,2,1,0.59375,0.515625,0.3125,21.69609375
0.3,0.303,2008-03-31,ORCL,2008,1,0,0.5409836065573771,0.47540983606557374,0.18032786885245902,20.092278688524587
0.31,0.27,2007-12-31,ORCL,2007,4,1,0.515625,0.5,0.21875,21.388929687500006
0.22,0.2116,2007-09-30,ORCL,2007,3,1,0.49206349206349204,0.49206349206349204,0.23809523809523808,20.2311888888889
0.37,0.34704,2007-06-30,ORCL,2007,2,1,0.5555555555555556,0.5238095238095238,0.19047619047619047,19.0895253968254
0.25,0.2252,2007-03-31,ORCL,2007,1,1,0.4918032786885246,0.47540983606557374,0.21311475409836064,17.20196721311475
0.22,0.22321,2006-12-31,ORCL,2006,4,0,0.5396825396825397,0.49206349206349204,0.23809523809523808,18.418412698412705
0.18,0.16143,2006-09-30,ORCL,2006,3,1,0.5079365079365079,0.4603174603174603,0.23809523809523808,15.592063492063494
0.29,0.2816,2006-06-30,ORCL,2006,2,1,0.49206349206349204,0.49206349206349204,0.31746031746031744,14.074285714285715
0.19,0.18,2006-03-31,ORCL,2006,1,1,0.5806451612903226,0.46774193548387094,0.27419354838709675,12.8020935483871
0.19,0.18972,2005-12-31,ORCL,2005,4,1,0.49206349206349204,0.47619047619047616,0.2222222222222222,12.47634761904762
0.14,0.14029,2005-09-30,ORCL,2005,3,0,0.484375,0.4375,0.234375,13.335156249999997
0.26,0.234,2005-06-30,ORCL,2005,2,1,0.59375,0.5,0.265625,12.336093750000002
0.16,0.15094000000000002,2005-03-31,ORCL,2005,1,1,0.47540983606557374,0.4262295081967213,0.18032786885245902,13.187868852459017
0.16,0.13515,2004-12-31,ORCL,2004,4,1,0.625,0.421875,0.25,12.959218749999998
0.1,0.09091,2004-09-30,ORCL,2004,3,1,0.375,0.515625,0.171875,10.6234375
0.19,0.17917,2004-06-30,ORCL,2004,2,1,0.46774193548387094,0.45161290322580644,0.27419354838709675,11.685080645161293
0.12,0.11846,2004-03-31,ORCL,2004,1,1,0.43548387096774194,0.46774193548387094,0.27419354838709675,13.24033870967742
0.12,0.10921,2003-12-31,ORCL,2003,4,1,0.515625,0.4375,0.265625,12.390000000000006
0.08,0.08194,2003-09-30,ORCL,2003,3,0,0.375,0.484375,0.171875,12.266046875000002
0.16,0.14,2003-06-30,ORCL,2003,2,1,0.42857142857142855,0.49206349206349204,0.25396825396825395,12.360728571428572
0.11,0.09879,2003-03-31,ORCL,2003,1,1,0.47540983606557374,0.47540983606557374,0.26229508196721313,11.787540983606558
0.1,0.08357,2002-12-31,ORCL,2002,4,1,0.578125,0.515625,0.25,10.229843750000004
0.07,0.07152,2002-09-30,ORCL,2002,3,0,0.484375,0.546875,0.234375,9.497265624999995
0.14,0.11686,2002-06-30,ORCL,2002,2,1,0.34375,0.546875,0.15625,9.638968750000002
0.09,0.09162,2002-03-31,ORCL,2002,1,0,0.18333333333333332,0.45,0.08333333333333333,15.283666666666669
0.7,0.58,2019-12-31,NKE,2019,4,1,0.46875,0.53125,0.21875,94.27390625000004
0.86,0.7,2019-09-30,NKE,2019,3,1,0.546875,0.515625,0.21875,85.75796874999999
0.62,0.66,2019-06-30,NKE,2019,2,0,0.5079365079365079,0.4603174603174603,0.2222222222222222,84.16174603174599
0.68,0.65,2019-03-31,NKE,2019,1,1,0.5901639344262295,0.5409836065573771,0.3770491803278688,82.50131147540986
0.52,0.46022,2018-12-31,NKE,2018,4,1,0.4126984126984127,0.47619047619047616,0.2222222222222222,74.8142857142857
0.67,0.6262300000000001,2018-09-30,NKE,2018,3,1,0.5714285714285714,0.4603174603174603,0.23809523809523808,80.32063492063492
0.69,0.64067,2018-06-30,NKE,2018,2,1,0.546875,0.515625,0.234375,70.44546875000002
0.68,0.52961,2018-03-31,NKE,2018,1,1,0.5245901639344263,0.47540983606557374,0.21311475409836064,65.99393442622949
0.46,0.4037,2017-12-31,NKE,2017,4,1,0.6349206349206349,0.5238095238095238,0.36507936507936506,57.490706349206356
0.57,0.47969,2017-09-30,NKE,2017,3,1,0.4603174603174603,0.5079365079365079,0.23809523809523808,56.13253968253967
0.6,0.50053,2017-06-30,NKE,2017,2,1,0.4603174603174603,0.47619047619047616,0.15873015873015872,53.94365079365078
0.68,0.52647,2017-03-31,NKE,2017,1,1,0.5645161290322581,0.4838709677419355,0.27419354838709675,55.249677419354846
0.5,0.43067,2016-12-31,NKE,2016,4,1,0.38095238095238093,0.4126984126984127,0.15873015873015872,51.29587301587301
0.73,0.55892,2016-09-30,NKE,2016,3,1,0.421875,0.484375,0.1875,56.45328124999999
0.49,0.48007,2016-06-30,NKE,2016,2,1,0.53125,0.421875,0.1875,56.968906249999996
0.55,0.48479,2016-03-31,NKE,2016,1,1,0.5409836065573771,0.5409836065573771,0.26229508196721313,60.388032786885255
0.45,0.42809,2015-12-31,NKE,2015,4,1,0.40625,0.453125,0.125,124.04203124999998
0.67,0.59539,2015-09-30,NKE,2015,3,1,0.546875,0.4375,0.28125,113.15031250000001
0.49,0.4164100000000001,2015-06-30,NKE,2015,2,1,0.4444444444444444,0.5396825396825397,0.2698412698412698,102.45349206349204
0.445,0.42187,2015-03-31,NKE,2015,1,1,0.5737704918032787,0.5737704918032787,0.3114754098360656,95.60540983606558
0.37,0.35056,2014-12-31,NKE,2014,4,1,0.5,0.484375,0.203125,93.79968749999998
0.545,0.43864,2014-09-30,NKE,2014,3,1,0.484375,0.5,0.21875,79.21093749999999
0.39,0.3757,2014-06-30,NKE,2014,2,1,0.5079365079365079,0.4603174603174603,0.1746031746031746,74.38666666666667
0.38,0.35985,2014-03-31,NKE,2014,1,1,0.47540983606557374,0.45901639344262296,0.19672131147540983,75.57590163934427
0.295,0.28904,2013-12-31,NKE,2013,4,1,0.453125,0.484375,0.203125,76.56093750000001
0.43,0.38975,2013-09-30,NKE,2013,3,1,0.5625,0.46875,0.234375,65.29828125
0.38,0.3718,2013-06-30,NKE,2013,2,1,0.53125,0.5625,0.3125,62.1934375
0.365,0.33475,2013-03-31,NKE,2013,1,1,0.48333333333333334,0.5333333333333333,0.26666666666666666,54.4685
0.285,0.25028,2012-12-31,NKE,2012,4,1,0.5,0.5,0.25806451612903225,93.06806451612901
0.3075,0.28059,2012-09-30,NKE,2012,3,1,0.5079365079365079,0.4603174603174603,0.25396825396825395,95.37523809523812
0.2925,0.34171,2012-06-30,NKE,2012,2,0,0.5238095238095238,0.5079365079365079,0.23809523809523808,106.70730158730159
0.3,0.29125,2012-03-31,NKE,2012,1,1,0.5967741935483871,0.43548387096774194,0.27419354838709675,105.19322580645162
0.25,0.24162,2011-12-31,NKE,2011,4,1,0.4603174603174603,0.47619047619047616,0.25396825396825395,93.71936507936509
0.34,0.30356,2011-09-30,NKE,2011,3,1,0.484375,0.5,0.25,87.13562500000002
0.31,0.29042,2011-06-30,NKE,2011,2,1,0.5714285714285714,0.4444444444444444,0.30158730158730157,81.91301587301587
0.27,0.28054,2011-03-31,NKE,2011,1,0,0.5,0.5483870967741935,0.27419354838709675,84.10032258064518
0.235,0.21907,2010-12-31,NKE,2010,4,1,0.515625,0.4375,0.234375,84.33937500000002
0.285,0.25147,2010-09-30,NKE,2010,3,1,0.546875,0.53125,0.296875,72.97234375000001
0.265,0.26389,2010-06-30,NKE,2010,2,1,0.5238095238095238,0.4603174603174603,0.19047619047619047,73.75063492063492
0.2525,0.22236,2010-03-31,NKE,2010,1,1,0.5737704918032787,0.5081967213114754,0.2786885245901639,66.80803278688522
0.19,0.17844000000000002,2009-12-31,NKE,2009,4,1,0.578125,0.4375,0.296875,64.28312500000001
0.26,0.24284,2009-09-30,NKE,2009,3,1,0.625,0.484375,0.28125,55.31640625
0.2475,0.23929,2009-06-30,NKE,2009,2,1,0.5396825396825397,0.5079365079365079,0.2857142857142857,53.7520634920635
0.2475,0.19729,2009-03-31,NKE,2009,1,1,0.45901639344262296,0.5245901639344263,0.2459016393442623,45.38360655737705
0.2,0.19425,2008-12-31,NKE,2008,4,1,0.46875,0.5,0.28125,52.01374999999999
0.2575,0.23056,2008-09-30,NKE,2008,3,1,0.53125,0.515625,0.28125,60.31453124999999
0.245,0.24111,2008-06-30,NKE,2008,2,1,0.421875,0.453125,0.203125,66.93515625
0.23,0.20146,2008-03-31,NKE,2008,1,1,0.4918032786885246,0.45901639344262296,0.2786885245901639,61.02442622950819
0.1775,0.16480999999999998,2007-12-31,NKE,2007,4,1,0.578125,0.453125,0.25,63.62671875000001
0.28,0.21789,2007-09-30,NKE,2007,3,1,0.5396825396825397,0.5079365079365079,0.2222222222222222,56.862222222222215
0.215,0.21376,2007-06-30,NKE,2007,2,1,0.38095238095238093,0.5396825396825397,0.25396825396825395,55.01714285714287
0.17125,0.16596,2007-03-31,NKE,2007,1,1,0.5737704918032787,0.4918032786885246,0.22950819672131148,103.07344262295081
0.16,0.14048,2006-12-31,NKE,2006,4,1,0.6349206349206349,0.47619047619047616,0.30158730158730157,94.12968253968253
0.18375,0.1767,2006-09-30,NKE,2006,3,1,0.5396825396825397,0.5396825396825397,0.25396825396825395,80.17460317460319
0.17375,0.17462,2006-06-30,NKE,2006,2,0,0.4444444444444444,0.5555555555555556,0.2222222222222222,81.80952380952382
0.155,0.13729,2006-03-31,NKE,2006,1,1,0.5161290322580645,0.4838709677419355,0.24193548387096775,85.10533870967744
0.1425,0.12834,2005-12-31,NKE,2005,4,1,0.5396825396825397,0.42857142857142855,0.25396825396825395,85.5431746031746
0.20125,0.1775,2005-09-30,NKE,2005,3,1,0.375,0.46875,0.171875,82.49421875
0.1625,0.15902,2005-06-30,NKE,2005,2,1,0.5,0.484375,0.234375,81.98203125000002
0.12625,0.12346,2005-03-31,NKE,2005,1,1,0.4426229508196721,0.5245901639344263,0.19672131147540983,86.16868852459014
0.12125,0.10813,2004-12-31,NKE,2004,4,1,0.546875,0.5,0.25,84.40515624999996
0.15125,0.13837,2004-09-30,NKE,2004,3,1,0.59375,0.515625,0.28125,74.36343749999999
0.14125,0.13539,2004-06-30,NKE,2004,2,1,0.4838709677419355,0.43548387096774194,0.22580645161290322,72.08741935483873
0.0925,0.09115,2004-03-31,NKE,2004,1,1,0.6290322580645161,0.5645161290322581,0.4032258064516129,72.4425806451613
0.0825,0.07672999999999999,2003-12-31,NKE,2003,4,1,0.53125,0.515625,0.265625,64.38015625000001
0.1225,0.10982,2003-09-30,NKE,2003,3,1,0.515625,0.5,0.234375,54.86109374999998
0.115,0.11573,2003-06-30,NKE,2003,2,0,0.4603174603174603,0.5238095238095238,0.2222222222222222,53.887619047619054
0.05875,0.05782,2003-03-31,NKE,2003,1,1,0.5573770491803278,0.5081967213114754,0.3114754098360656,46.66032786885246
0.07125,0.07,2002-12-31,NKE,2002,4,1,0.421875,0.5625,0.3125,44.23515624999998
0.10125,0.09971,2002-09-30,NKE,2002,3,1,0.46875,0.53125,0.25,46.5740625
0.09625,0.09308,2002-06-30,NKE,2002,2,1,0.4375,0.5625,0.234375,54.276250000000005
0.0575,0.05837000000000001,2002-03-31,NKE,2002,1,0,0.4666666666666667,0.48333333333333334,0.2833333333333333,59.12733333333333
