actual,estimate,period,symbol,year,quarter,beat
1.01,0.87444,2017-06-30,MRK,2017,2,1
0.88,0.8311299999999999,2017-03-31,MRK,2017,1,1
0.89,0.8887200000000001,2016-12-31,MRK,2016,4,1
1.07,0.9885299999999999,2016-09-30,MRK,2016,3,1
0.93,0.9109,2016-06-30,MRK,2016,2,1
0.89,0.8540000000000001,2016-03-31,MRK,2016,1,1
0.93,0.9109999999999999,2015-12-31,MRK,2015,4,1
0.96,0.9147200000000001,2015-09-30,MRK,2015,3,1
0.86,0.8109999999999999,2015-06-30,MRK,2015,2,1
0.85,0.7456699999999999,2015-03-31,MRK,2015,1,1
0.87,0.85488,2014-12-31,MRK,2014,4,1
0.9,0.879,2014-09-30,MRK,2014,3,1
0.85,0.80981,2014-06-30,MRK,2014,2,1
0.88,0.78587,2014-03-31,MRK,2014,1,1
0.88,0.88681,2013-12-31,MRK,2013,4,0
0.92,0.87571,2013-09-30,MRK,2013,3,1
0.84,0.82625,2013-06-30,MRK,2013,2,1
0.85,0.78913,2013-03-31,MRK,2013,1,1
0.83,0.81067,2012-12-31,MRK,2012,4,1
0.95,0.9233299999999999,2012-09-30,MRK,2012,3,1
1.05,1.01158,2012-06-30,MRK,2012,2,1
0.99,0.97588,2012-03-31,MRK,2012,1,1
0.97,0.9511799999999999,2011-12-31,MRK,2011,4,1
0.94,0.9077799999999999,2011-09-30,MRK,2011,3,1
0.95,0.94632,2011-06-30,MRK,2011,2,1
0.92,0.84444,2011-03-31,MRK,2011,1,1
0.88,0.833,2010-12-31,MRK,2010,4,1
0.85,0.8241200000000001,2010-09-30,MRK,2010,3,1
0.86,0.825,2010-06-30,MRK,2010,2,1
0.83,0.7475,2010-03-31,MRK,2010,1,1
0.79,0.7859999999999999,2009-12-31,MRK,2009,4,1
0.9,0.8230799999999999,2009-09-30,MRK,2009,3,1
0.83,0.77071,2009-06-30,MRK,2009,2,1
0.74,0.7742899999999999,2009-03-31,MRK,2009,1,0
0.87,0.74231,2008-12-31,MRK,2008,4,1
0.8,0.78833,2008-09-30,MRK,2008,3,1
0.86,0.8292299999999999,2008-06-30,MRK,2008,2,1
0.89,0.8625,2008-03-31,MRK,2008,1,1
0.8,0.73632,2007-12-31,MRK,2007,4,1
0.75,0.6872199999999999,2007-09-30,MRK,2007,3,1
0.82,0.7194699999999999,2007-06-30,MRK,2007,2,1
0.84,0.83778,2007-03-31,MRK,2007,1,1
0.5,0.50474,2006-12-31,MRK,2006,4,0
0.51,0.50053,2006-09-30,MRK,2006,3,1
0.73,0.65286,2006-06-30,MRK,2006,2,1
0.78,0.723,2006-03-31,MRK,2006,1,1
0.64,0.6213,2005-12-31,MRK,2005,4,1
0.65,0.62261,2005-09-30,MRK,2005,3,1
0.62,0.6231800000000001,2005-06-30,MRK,2005,2,0
0.62,0.586,2005-03-31,MRK,2005,1,1
0.5,0.5024,2004-12-31,MRK,2004,4,0
0.6,0.7092,2004-09-30,MRK,2004,3,0
0.79,0.7916,2004-06-30,MRK,2004,2,0
0.73,0.72211,2004-03-31,MRK,2004,1,1
0.62,0.6169600000000001,2003-12-31,MRK,2003,4,1
0.83,0.8435299999999999,2003-09-30,MRK,2003,3,0
0.83,0.8370799999999999,2003-06-30,MRK,2003,2,0
0.76,0.7552399999999999,2003-03-31,MRK,2003,1,1
0.83,0.8279200000000001,2002-12-31,MRK,2002,4,1
0.83,0.82652,2002-09-30,MRK,2002,3,1
0.77,0.76522,2002-06-30,MRK,2002,2,1
0.71,0.7075,2002-03-31,MRK,2002,1,1
2.15,2.1,2019-12-31,MMM,2019,4,1
2.58,2.49,2019-09-30,MMM,2019,3,1
2.13,2.05,2019-06-30,MMM,2019,2,1
2.23,2.49,2019-03-31,MMM,2019,1,0
2.31,2.2801400000000003,2018-12-31,MMM,2018,4,1
2.58,2.70227,2018-09-30,MMM,2018,3,0
2.59,2.58285,2018-06-30,MMM,2018,2,1
2.5,2.5035,2018-03-31,MMM,2018,1,0
2.1,2.0088,2017-12-31,MMM,2017,4,1
2.33,2.20785,2017-09-30,MMM,2017,3,1
2.25,2.54308,2017-06-30,MMM,2017,2,0
2.16,2.06433,2017-03-31,MMM,2017,1,1
1.88,1.8719400000000002,2016-12-31,MMM,2016,4,1
2.15,2.1391299999999998,2016-09-30,MMM,2016,3,1
2.08,2.06688,2016-06-30,MMM,2016,2,1
2.05,1.92356,2016-03-31,MMM,2016,1,1
1.66,1.62527,2015-12-31,MMM,2015,4,1
2.05,2.0019299999999998,2015-09-30,MMM,2015,3,1
2.02,1.9956900000000002,2015-06-30,MMM,2015,2,1
1.95,1.92493,2015-03-31,MMM,2015,1,1
1.81,1.7953299999999999,2014-12-31,MMM,2014,4,1
1.98,1.96385,2014-09-30,MMM,2014,3,1
1.91,1.90792,2014-06-30,MMM,2014,2,1
1.79,1.7952099999999998,2014-03-31,MMM,2014,1,0
1.62,1.61569,2013-12-31,MMM,2013,4,1
1.78,1.7542,2013-09-30,MMM,2013,3,1
1.71,1.7046700000000001,2013-06-30,MMM,2013,2,1
1.61,1.652,2013-03-31,MMM,2013,1,0
1.41,1.40857,2012-12-31,MMM,2012,4,1
1.65,1.65,2012-09-30,MMM,2012,3,1
1.66,1.65267,2012-06-30,MMM,2012,2,1
1.63,1.48563,2012-03-31,MMM,2012,1,1
1.35,1.3056299999999998,2011-12-31,MMM,2011,4,1
1.52,1.60625,2011-09-30,MMM,2011,3,0
1.6,1.5956299999999999,2011-06-30,MMM,2011,2,1
1.49,1.43533,2011-03-31,MMM,2011,1,1
1.28,1.268,2010-12-31,MMM,2010,4,1
1.53,1.51357,2010-09-30,MMM,2010,3,1
1.54,1.47615,2010-06-30,MMM,2010,2,1
1.4,1.21,2010-03-31,MMM,2010,1,1
1.3,1.21143,2009-12-31,MMM,2009,4,1
1.37,1.17154,2009-09-30,MMM,2009,3,1
1.2,0.9433299999999999,2009-06-30,MMM,2009,2,1
0.81,0.85583,2009-03-31,MMM,2009,1,0
0.97,0.934,2008-12-31,MMM,2008,4,1
1.42,1.3776899999999999,2008-09-30,MMM,2008,3,1
1.39,1.35083,2008-06-30,MMM,2008,2,1
1.38,1.35,2008-03-31,MMM,2008,1,1
1.19,1.17077,2007-12-31,MMM,2007,4,1
1.29,1.2833299999999999,2007-09-30,MMM,2007,3,1
1.23,1.18154,2007-06-30,MMM,2007,2,1
1.28,1.11643,2007-03-31,MMM,2007,1,1
1.1,1.14429,2006-12-31,MMM,2006,4,0
1.17,1.12286,2006-09-30,MMM,2006,3,1
1.05,1.0716700000000001,2006-06-30,MMM,2006,2,0
1.17,1.14385,2006-03-31,MMM,2006,1,1
1.04,1.03357,2005-12-31,MMM,2005,4,1
1.1,1.07813,2005-09-30,MMM,2005,3,1
1.09,1.08857,2005-06-30,MMM,2005,2,1
1.03,1.0106700000000002,2005-03-31,MMM,2005,1,1
0.91,0.90571,2004-12-31,MMM,2004,4,1
0.97,0.9757100000000001,2004-09-30,MMM,2004,3,0
0.97,0.96286,2004-06-30,MMM,2004,2,1
0.9,0.87308,2004-03-31,MMM,2004,1,1
0.77,0.75867,2003-12-31,MMM,2003,4,1
0.83,0.794,2003-09-30,MMM,2003,3,1
0.78,0.75313,2003-06-30,MMM,2003,2,1
0.71,0.70067,2003-03-31,MMM,2003,1,1
0.645,0.64,2002-12-31,MMM,2002,4,1
0.69,0.68818,2002-09-30,MMM,2002,3,1
0.68,0.66833,2002-06-30,MMM,2002,2,1
0.615,0.59318,2002-03-31,MMM,2002,1,1
1.19,1.18,2019-12-31,MMC,2019,4,1
0.77,0.7,2019-09-30,MMC,2019,3,1
1.18,1.13,2019-06-30,MMC,2019,2,1
1.52,1.45,2019-03-31,MMC,2019,1,1
1.09,1.04444,2018-12-31,MMC,2018,4,1
0.78,0.74559,2018-09-30,MMC,2018,3,1
1.1,1.11242,2018-06-30,MMC,2018,2,0
1.38,1.30205,2018-03-31,MMC,2018,1,1
1.05,0.9439,2017-12-31,MMC,2017,4,1
0.79,0.7811100000000001,2017-09-30,MMC,2017,3,1
1.0,1.00478,2017-06-30,MMC,2017,2,0
1.0,0.9824700000000001,2017-03-31,MMC,2017,1,1
0.89,0.83691,2016-12-31,MMC,2016,4,1
0.69,0.6821,2016-09-30,MMC,2016,3,1
0.91,0.9032399999999999,2016-06-30,MMC,2016,2,1
0.92,0.88321,2016-03-31,MMC,2016,1,1
0.71,0.7056399999999999,2015-12-31,MMC,2015,4,1
0.63,0.59696,2015-09-30,MMC,2015,3,1
0.8,0.7942899999999999,2015-06-30,MMC,2015,2,1
0.91,0.85813,2015-03-31,MMC,2015,1,1
0.66,0.65913,2014-12-31,MMC,2014,4,1
0.56,0.52186,2014-09-30,MMC,2014,3,1
0.79,0.74646,2014-06-30,MMC,2014,2,1
0.81,0.80218,2014-03-31,MMC,2014,1,1
0.57,0.561,2013-12-31,MMC,2013,4,1
0.46,0.45891000000000004,2013-09-30,MMC,2013,3,1
0.72,0.67252,2013-06-30,MMC,2013,2,1
0.73,0.69215,2013-03-31,MMC,2013,1,1
0.52,0.52295,2012-12-31,MMC,2012,4,0
0.39,0.3789,2012-09-30,MMC,2012,3,1
0.61,0.58445,2012-06-30,MMC,2012,2,1
0.63,0.6111,2012-03-31,MMC,2012,1,1
0.46,0.4519,2011-12-31,MMC,2011,4,1
0.24,0.23089,2011-09-30,MMC,2011,3,1
0.5,0.48058999999999996,2011-06-30,MMC,2011,2,1
0.56,0.56412,2011-03-31,MMC,2011,1,0
0.41,0.38941,2010-12-31,MMC,2010,4,1
0.27,0.27738,2010-09-30,MMC,2010,3,0
0.46,0.44308000000000003,2010-06-30,MMC,2010,2,1
0.51,0.50563,2010-03-31,MMC,2010,1,1
0.38,0.368,2009-12-31,MMC,2009,4,1
0.48,0.25813,2009-09-30,MMC,2009,3,1
0.33,0.32066999999999996,2009-06-30,MMC,2009,2,1
0.4,0.43356999999999996,2009-03-31,MMC,2009,1,0
0.37,0.32,2008-12-31,MMC,2008,4,1
0.21,0.32286,2008-09-30,MMC,2008,3,0
0.41,0.34857,2008-06-30,MMC,2008,2,1
0.46,0.45438,2008-03-31,MMC,2008,1,1
0.26,0.305,2007-12-31,MMC,2007,4,0
0.18,0.32,2007-09-30,MMC,2007,3,0
0.29,0.364,2007-06-30,MMC,2007,2,0
0.46,0.50412,2007-03-31,MMC,2007,1,0
0.39,0.35647,2006-12-31,MMC,2006,4,1
0.38,0.3475,2006-09-30,MMC,2006,3,1
0.36,0.435,2006-06-30,MMC,2006,2,0
0.43,0.52267,2006-03-31,MMC,2006,1,0
0.03,0.31314000000000003,2005-12-31,MMC,2005,4,0
0.35,0.3775,2005-09-30,MMC,2005,3,0
0.43,0.41,2005-06-30,MMC,2005,2,1
0.52,0.48706000000000005,2005-03-31,MMC,2005,1,1
-1.28,-0.602,2004-12-31,MMC,2004,4,0
0.04,0.6675,2004-09-30,MMC,2004,3,0
0.73,0.7175,2004-06-30,MMC,2004,2,1
0.94,0.9,2004-03-31,MMC,2004,1,1
0.7,0.6493800000000001,2003-12-31,MMC,2003,4,1
0.65,0.6525,2003-09-30,MMC,2003,3,0
0.66,0.638,2003-06-30,MMC,2003,2,1
0.81,0.78571,2003-03-31,MMC,2003,1,1
0.57,0.5727800000000001,2002-12-31,MMC,2002,4,0
0.55,0.55235,2002-09-30,MMC,2002,3,0
0.6,0.5675,2002-06-30,MMC,2002,2,1
0.735,0.73324,2002-03-31,MMC,2002,1,1
1.31,1.28,2019-12-31,MDT,2019,4,1
1.26,1.18,2019-09-30,MDT,2019,3,1
1.54,1.46,2019-06-30,MDT,2019,2,1
1.29,1.24,2019-03-31,MDT,2019,1,1
1.22,1.1467,2018-12-31,MDT,2018,4,1
1.17,1.11232,2018-09-30,MDT,2018,3,1
1.42,1.3853799999999998,2018-06-30,MDT,2018,2,1
1.17,1.16557,2018-03-31,MDT,2018,1,1
1.07,0.9831,2017-12-31,MDT,2017,4,1
1.12,1.08409,2017-09-30,MDT,2017,3,1
1.33,1.3128600000000001,2017-06-30,MDT,2017,2,1
1.12,1.1065200000000002,2017-03-31,MDT,2017,1,1
1.12,1.1104399999999999,2016-12-31,MDT,2016,4,1
1.03,1.01179,2016-09-30,MDT,2016,3,1
1.27,1.26413,2016-06-30,MDT,2016,2,1
1.06,1.05955,2016-03-31,MDT,2016,1,1
1.03,1.0003,2015-12-31,MDT,2015,4,1
1.02,1.012,2015-09-30,MDT,2015,3,1
1.16,1.10832,2015-06-30,MDT,2015,2,1
1.01,0.9690000000000001,2015-03-31,MDT,2015,1,1
0.96,0.96045,2014-12-31,MDT,2014,4,0
0.93,0.9214200000000001,2014-09-30,MDT,2014,3,1
1.12,1.12248,2014-06-30,MDT,2014,2,0
0.91,0.91205,2014-03-31,MDT,2014,1,0
0.91,0.90165,2013-12-31,MDT,2013,4,1
0.88,0.8807,2013-09-30,MDT,2013,3,0
1.1,1.03044,2013-06-30,MDT,2013,2,1
0.93,0.914,2013-03-31,MDT,2013,1,1
0.88,0.88292,2012-12-31,MDT,2012,4,0
0.85,0.85,2012-09-30,MDT,2012,3,1
0.99,0.9795799999999999,2012-06-30,MDT,2012,2,1
0.84,0.84077,2012-03-31,MDT,2012,1,0
0.84,0.81862,2011-12-31,MDT,2011,4,1
0.79,0.7923100000000001,2011-09-30,MDT,2011,3,0
0.9,0.9246200000000001,2011-06-30,MDT,2011,2,0
0.86,0.8357700000000001,2011-03-31,MDT,2011,1,1
0.82,0.8131,2010-12-31,MDT,2010,4,1
0.8,0.80474,2010-09-30,MDT,2010,3,0
0.9,0.88179,2010-06-30,MDT,2010,2,1
0.77,0.7570399999999999,2010-03-31,MDT,2010,1,1
0.77,0.74179,2009-12-31,MDT,2009,4,1
0.79,0.78458,2009-09-30,MDT,2009,3,1
0.82,0.82391,2009-06-30,MDT,2009,2,0
0.71,0.6981,2009-03-31,MDT,2009,1,1
0.67,0.7078300000000001,2008-12-31,MDT,2008,4,0
0.72,0.6922699999999999,2008-09-30,MDT,2008,3,1
0.78,0.72539,2008-06-30,MDT,2008,2,1
0.63,0.6128,2008-03-31,MDT,2008,1,1
0.58,0.56333,2007-12-31,MDT,2007,4,1
0.62,0.61952,2007-09-30,MDT,2007,3,1
0.66,0.62261,2007-06-30,MDT,2007,2,1
0.61,0.57931,2007-03-31,MDT,2007,1,1
0.59,0.5596899999999999,2006-12-31,MDT,2006,4,1
0.55,0.5421199999999999,2006-09-30,MDT,2006,3,1
0.62,0.6215,2006-06-30,MDT,2006,2,0
0.55,0.55323,2006-03-31,MDT,2006,1,0
0.54,0.5423100000000001,2005-12-31,MDT,2005,4,0
0.5,0.49387,2005-09-30,MDT,2005,3,1
0.53,0.53182,2005-06-30,MDT,2005,2,0
0.46,0.45543,2005-03-31,MDT,2005,1,1
0.44,0.45171000000000006,2004-12-31,MDT,2004,4,0
0.43,0.4303,2004-09-30,MDT,2004,3,0
0.48,0.46097,2004-06-30,MDT,2004,2,1
0.4,0.39969,2004-03-31,MDT,2004,1,1
0.39,0.391,2003-12-31,MDT,2003,4,0
0.37,0.37067,2003-09-30,MDT,2003,3,0
0.4,0.39893,2003-06-30,MDT,2003,2,1
0.35,0.35107,2003-03-31,MDT,2003,1,0
0.34,0.34087,2002-12-31,MDT,2002,4,0
0.32,0.32091,2002-09-30,MDT,2002,3,0
0.34,0.33962,2002-06-30,MDT,2002,2,1
0.3,0.30077,2002-03-31,MDT,2002,1,0
1.97,1.96,2019-12-31,MCD,2019,4,1
2.11,2.21,2019-09-30,MCD,2019,3,0
2.05,2.05,2019-06-30,MCD,2019,2,1
1.72,1.75,2019-03-31,MCD,2019,1,0
1.97,1.88792,2018-12-31,MCD,2018,4,1
2.1,1.9933299999999998,2018-09-30,MCD,2018,3,1
1.99,1.9219700000000002,2018-06-30,MCD,2018,2,1
1.79,1.6711799999999999,2018-03-31,MCD,2018,1,1
1.71,1.5869,2017-12-31,MCD,2017,4,1
1.76,1.77,2017-09-30,MCD,2017,3,0
1.73,1.61714,2017-06-30,MCD,2017,2,1
1.47,1.33444,2017-03-31,MCD,2017,1,1
1.43,1.4120700000000002,2016-12-31,MCD,2016,4,1
1.62,1.4844600000000001,2016-09-30,MCD,2016,3,1
1.45,1.3844100000000001,2016-06-30,MCD,2016,2,1
1.23,1.16367,2016-03-31,MCD,2016,1,1
1.31,1.2326,2015-12-31,MCD,2015,4,1
1.4,1.2748,2015-09-30,MCD,2015,3,1
1.29,1.23452,2015-06-30,MCD,2015,2,1
1.01,1.05775,2015-03-31,MCD,2015,1,0
1.13,1.218,2014-12-31,MCD,2014,4,0
1.36,1.3659999999999999,2014-09-30,MCD,2014,3,0
1.4,1.43772,2014-06-30,MCD,2014,2,0
1.21,1.23783,2014-03-31,MCD,2014,1,0
1.4,1.39329,2013-12-31,MCD,2013,4,1
1.52,1.507,2013-09-30,MCD,2013,3,1
1.38,1.40307,2013-06-30,MCD,2013,2,0
1.26,1.26593,2013-03-31,MCD,2013,1,0
1.38,1.33071,2012-12-31,MCD,2012,4,1
1.43,1.47385,2012-09-30,MCD,2012,3,0
1.32,1.3746200000000002,2012-06-30,MCD,2012,2,0
1.23,1.23,2012-03-31,MCD,2012,1,1
1.33,1.296,2011-12-31,MCD,2011,4,1
1.45,1.42769,2011-09-30,MCD,2011,3,1
1.35,1.28435,2011-06-30,MCD,2011,2,1
1.15,1.1413,2011-03-31,MCD,2011,1,1
1.16,1.1552200000000001,2010-12-31,MCD,2010,4,1
1.29,1.24524,2010-09-30,MCD,2010,3,1
1.13,1.11857,2010-06-30,MCD,2010,2,1
1.03,0.96316,2010-03-31,MCD,2010,1,1
1.03,1.0170000000000001,2009-12-31,MCD,2009,4,1
1.15,1.1094700000000002,2009-09-30,MCD,2009,3,1
0.97,0.96667,2009-06-30,MCD,2009,2,1
0.83,0.81765,2009-03-31,MCD,2009,1,1
0.87,0.8293299999999999,2008-12-31,MCD,2008,4,1
1.05,0.97667,2008-09-30,MCD,2008,3,1
0.94,0.85667,2008-06-30,MCD,2008,2,1
0.81,0.69667,2008-03-31,MCD,2008,1,1
0.73,0.7068800000000001,2007-12-31,MCD,2007,4,1
0.83,0.82857,2007-09-30,MCD,2007,3,1
0.71,0.70933,2007-06-30,MCD,2007,2,1
0.62,0.61556,2007-03-31,MCD,2007,1,1
0.61,0.60944,2006-12-31,MCD,2006,4,1
0.68,0.68067,2006-09-30,MCD,2006,3,0
0.67,0.61563,2006-06-30,MCD,2006,2,1
0.49,0.49313,2006-03-31,MCD,2006,1,0
0.48,0.48235,2005-12-31,MCD,2005,4,0
0.58,0.5796399999999999,2005-09-30,MCD,2005,3,1
0.42,0.42,2005-06-30,MCD,2005,2,1
0.56,0.43,2005-03-31,MCD,2005,1,1
0.45,0.45721999999999996,2004-12-31,MCD,2004,4,0
0.61,0.61,2004-09-30,MCD,2004,3,1
0.47,0.46556000000000003,2004-06-30,MCD,2004,2,1
0.4,0.4,2004-03-31,MCD,2004,1,1
0.35,0.3495,2003-12-31,MCD,2003,4,1
0.43,0.40221999999999997,2003-09-30,MCD,2003,3,1
0.37,0.37067,2003-06-30,MCD,2003,2,0
0.29,0.28067,2003-03-31,MCD,2003,1,1
0.25,0.25267,2002-12-31,MCD,2002,4,0
0.38,0.39,2002-09-30,MCD,2002,3,0
0.39,0.38056,2002-06-30,MCD,2002,2,1
0.31,0.29333000000000004,2002-03-31,MCD,2002,1,1
1.41,1.35,2019-12-31,LOW,2019,4,1
2.15,2.01,2019-09-30,LOW,2019,3,1
1.22,1.33,2019-06-30,LOW,2019,2,0
0.8,0.77,2019-03-31,LOW,2019,1,1
1.04,0.975,2018-12-31,LOW,2018,4,1
2.07,2.01671,2018-09-30,LOW,2018,3,1
1.19,1.2159,2018-06-30,LOW,2018,2,0
0.74,0.87421,2018-03-31,LOW,2018,1,0
1.05,1.02457,2017-12-31,LOW,2017,4,1
1.57,1.61304,2017-09-30,LOW,2017,3,0
1.03,1.0608600000000001,2017-06-30,LOW,2017,2,0
0.86,0.7861100000000001,2017-03-31,LOW,2017,1,1
0.88,0.95996,2016-12-31,LOW,2016,4,0
1.37,1.41537,2016-09-30,LOW,2016,3,0
0.87,0.84775,2016-06-30,LOW,2016,2,1
0.59,0.5934,2016-03-31,LOW,2016,1,0
0.8,0.77704,2015-12-31,LOW,2015,4,1
1.2,1.23542,2015-09-30,LOW,2015,3,0
0.7,0.73963,2015-06-30,LOW,2015,2,0
0.46,0.43451999999999996,2015-03-31,LOW,2015,1,1
0.59,0.58178,2014-12-31,LOW,2014,4,1
1.04,1.02329,2014-09-30,LOW,2014,3,1
0.58,0.59811,2014-06-30,LOW,2014,2,0
0.31,0.30777,2014-03-31,LOW,2014,1,1
0.47,0.48168999999999995,2013-12-31,LOW,2013,4,0
0.88,0.78962,2013-09-30,LOW,2013,3,1
0.49,0.50615,2013-06-30,LOW,2013,2,0
0.26,0.2316,2013-03-31,LOW,2013,1,1
0.4,0.35191999999999996,2012-12-31,LOW,2012,4,1
0.65,0.7,2012-09-30,LOW,2012,3,0
0.44,0.4212,2012-06-30,LOW,2012,2,1
0.29,0.235,2012-03-31,LOW,2012,1,1
0.35,0.32682,2011-12-31,LOW,2011,4,1
0.68,0.66292,2011-09-30,LOW,2011,3,1
0.34,0.3613,2011-06-30,LOW,2011,2,0
0.21,0.17708,2011-03-31,LOW,2011,1,1
0.31,0.2996,2010-12-31,LOW,2010,4,1
0.58,0.58577,2010-09-30,LOW,2010,3,0
0.34,0.308,2010-06-30,LOW,2010,2,1
0.14,0.12147999999999999,2010-03-31,LOW,2010,1,1
0.24,0.23964000000000002,2009-12-31,LOW,2009,4,1
0.53,0.53654,2009-09-30,LOW,2009,3,0
0.32,0.25273,2009-06-30,LOW,2009,2,1
0.11,0.12090999999999999,2009-03-31,LOW,2009,1,0
0.33,0.28333,2008-12-31,LOW,2008,4,1
0.64,0.5581,2008-09-30,LOW,2008,3,1
0.41,0.396,2008-06-30,LOW,2008,2,1
0.28,0.2515,2008-03-31,LOW,2008,1,1
0.43,0.41444,2007-12-31,LOW,2007,4,1
0.67,0.61053,2007-09-30,LOW,2007,3,1
0.48,0.49200000000000005,2007-06-30,LOW,2007,2,0
0.4,0.36667,2007-03-31,LOW,2007,1,1
0.46,0.43286,2006-12-31,LOW,2006,4,1
0.6,0.60526,2006-09-30,LOW,2006,3,0
0.53,0.4685,2006-06-30,LOW,2006,2,1
0.435,0.39819,2006-03-31,LOW,2006,1,1
0.405,0.38614,2005-12-31,LOW,2005,4,1
0.525,0.5081,2005-09-30,LOW,2005,3,1
0.37,0.37783,2005-06-30,LOW,2005,2,0
0.32,0.2966,2005-03-31,LOW,2005,1,1
0.33,0.32604,2004-12-31,LOW,2004,4,1
0.445,0.45288999999999996,2004-09-30,LOW,2004,3,0
0.285,0.27125,2004-06-30,LOW,2004,2,1
0.25,0.248,2004-03-31,LOW,2004,1,1
0.28,0.2664,2003-12-31,LOW,2003,4,1
0.375,0.3452,2003-09-30,LOW,2003,3,1
0.265,0.26063000000000003,2003-06-30,LOW,2003,2,1
0.2,0.1658,2003-03-31,LOW,2003,1,1
0.215,0.20109000000000002,2002-12-31,LOW,2002,4,1
0.295,0.27095,2002-09-30,LOW,2002,3,1
0.22,0.18091,2002-06-30,LOW,2002,2,1
0.14,0.12652,2002-03-31,LOW,2002,1,1
5.29,5.03,2019-12-31,LMT,2019,4,1
5.66,5.02,2019-09-30,LMT,2019,3,1
5.0,4.77,2019-06-30,LMT,2019,2,1
5.99,4.34,2019-03-31,LMT,2019,1,1
4.39,4.400469999999999,2018-12-31,LMT,2018,4,0
5.14,4.30689,2018-09-30,LMT,2018,3,1
4.31,3.9234400000000003,2018-06-30,LMT,2018,2,1
4.02,3.39589,2018-03-31,LMT,2018,1,1
3.87,4.06522,2017-12-31,LMT,2017,4,0
3.24,3.2605,2017-09-30,LMT,2017,3,0
3.23,3.11144,2017-06-30,LMT,2017,2,1
3.0,2.7901599999999998,2017-03-31,LMT,2017,1,1
3.25,3.05461,2016-12-31,LMT,2016,4,1
3.27,2.87469,2016-09-30,LMT,2016,3,1
3.28,2.92613,2016-06-30,LMT,2016,2,1
2.58,2.59078,2016-03-31,LMT,2016,1,0
2.87,2.9403900000000003,2015-12-31,LMT,2015,4,0
2.84,2.72111,2015-09-30,LMT,2015,3,1
2.94,2.6635,2015-06-30,LMT,2015,2,1
2.74,2.5005900000000003,2015-03-31,LMT,2015,1,1
3.01,2.84667,2014-12-31,LMT,2014,4,1
2.76,2.71171,2014-09-30,LMT,2014,3,1
2.76,2.66024,2014-06-30,LMT,2014,2,1
2.87,2.5333,2014-03-31,LMT,2014,1,1
2.04,1.9521,2013-12-31,LMT,2013,4,1
2.57,2.2627900000000003,2013-09-30,LMT,2013,3,1
2.64,2.2026,2013-06-30,LMT,2013,2,1
2.33,2.0380000000000003,2013-03-31,LMT,2013,1,1
1.91,1.821,2012-12-31,LMT,2012,4,1
2.21,1.8468200000000001,2012-09-30,LMT,2012,3,1
2.38,1.9127299999999998,2012-06-30,LMT,2012,2,1
2.02,1.70333,2012-03-31,LMT,2012,1,1
2.14,1.94261,2011-12-31,LMT,2011,4,1
1.99,1.81182,2011-09-30,LMT,2011,3,1
2.14,1.9259099999999998,2011-06-30,LMT,2011,2,1
1.55,1.5076200000000002,2011-03-31,LMT,2011,1,1
2.3,2.10957,2010-12-31,LMT,2010,4,1
1.55,1.5315,2010-09-30,LMT,2010,3,1
1.96,1.7804799999999998,2010-06-30,LMT,2010,2,1
1.42,1.34,2010-03-31,LMT,2010,1,1
2.17,1.9871400000000001,2009-12-31,LMT,2009,4,1
2.07,1.8309099999999998,2009-09-30,LMT,2009,3,1
1.88,1.8095,2009-06-30,LMT,2009,2,1
1.68,1.642,2009-03-31,LMT,2009,1,1
2.05,1.9172200000000001,2008-12-31,LMT,2008,4,1
1.92,1.8905299999999998,2008-09-30,LMT,2008,3,1
2.15,1.882,2008-06-30,LMT,2008,2,1
1.75,1.6316700000000002,2008-03-31,LMT,2008,1,1
1.89,1.69238,2007-12-31,LMT,2007,4,1
1.8,1.6395,2007-09-30,LMT,2007,3,1
1.82,1.5265,2007-06-30,LMT,2007,2,1
1.6,1.37476,2007-03-31,LMT,2007,1,1
1.68,1.4552399999999999,2006-12-31,LMT,2006,4,1
1.46,1.2395200000000002,2006-09-30,LMT,2006,3,1
1.34,1.16,2006-06-30,LMT,2006,2,1
1.34,1.13889,2006-03-31,LMT,2006,1,1
1.29,1.14947,2005-12-31,LMT,2005,4,1
0.96,0.902,2005-09-30,LMT,2005,3,1
1.02,0.8283299999999999,2005-06-30,LMT,2005,2,1
0.83,0.7525,2005-03-31,LMT,2005,1,1
0.83,0.74533,2004-12-31,LMT,2004,4,1
0.69,0.65474,2004-09-30,LMT,2004,3,1
0.66,0.6129399999999999,2004-06-30,LMT,2004,2,1
0.65,0.5271399999999999,2004-03-31,LMT,2004,1,1
0.77,0.75588,2003-12-31,LMT,2003,4,1
0.48,0.575,2003-09-30,LMT,2003,3,0
0.54,0.52444,2003-06-30,LMT,2003,2,1
0.55,0.42353,2003-03-31,LMT,2003,1,1
0.85,0.80923,2002-12-31,LMT,2002,4,1
0.66,0.6523100000000001,2002-09-30,LMT,2002,3,1
0.58,0.56571,2002-06-30,LMT,2002,2,1
0.5,0.47200000000000003,2002-03-31,LMT,2002,1,1
1.73,1.52,2019-12-31,LLY,2019,4,1
1.48,1.4,2019-09-30,LLY,2019,3,1
1.5,1.45,2019-06-30,LLY,2019,2,1
1.33,1.31,2019-03-31,LLY,2019,1,1
1.33,1.33942,2018-12-31,LLY,2018,4,0
1.39,1.35008,2018-09-30,LLY,2018,3,1
1.5,1.29567,2018-06-30,LLY,2018,2,1
1.34,1.13281,2018-03-31,LLY,2018,1,1
