actual,estimate,period,symbol,year,quarter,beat
1.04,0.9642799999999999,2016-03-31,QCOM,2016,1,1
0.97,0.9040299999999999,2015-12-31,QCOM,2015,4,1
0.91,0.8617100000000001,2015-09-30,QCOM,2015,3,1
0.99,0.9457,2015-06-30,QCOM,2015,2,1
1.4,1.32948,2015-03-31,QCOM,2015,1,1
1.34,1.25397,2014-12-31,QCOM,2014,4,1
1.26,1.31239,2014-09-30,QCOM,2014,3,0
1.44,1.21585,2014-06-30,QCOM,2014,2,1
1.31,1.22128,2014-03-31,QCOM,2014,1,1
1.01,1.17727,2013-12-31,QCOM,2013,4,0
1.05,1.08226,2013-09-30,QCOM,2013,3,0
1.03,1.0307899999999999,2013-06-30,QCOM,2013,2,0
1.17,1.1681700000000002,2013-03-31,QCOM,2013,1,1
1.26,1.12531,2012-12-31,QCOM,2012,4,1
0.89,0.81583,2012-09-30,QCOM,2012,3,1
0.85,0.86059,2012-06-30,QCOM,2012,2,0
1.01,0.9555899999999999,2012-03-31,QCOM,2012,1,1
0.97,0.90286,2011-12-31,QCOM,2011,4,1
0.8,0.78091,2011-09-30,QCOM,2011,3,1
0.73,0.71105,2011-06-30,QCOM,2011,2,1
0.86,0.80242,2011-03-31,QCOM,2011,1,1
0.82,0.71844,2010-12-31,QCOM,2010,4,1
0.68,0.58803,2010-09-30,QCOM,2010,3,1
0.57,0.53697,2010-06-30,QCOM,2010,2,1
0.59,0.565,2010-03-31,QCOM,2010,1,1
0.62,0.55967,2009-12-31,QCOM,2009,4,1
0.64,0.51908,2009-09-30,QCOM,2009,3,1
0.54,0.52386,2009-06-30,QCOM,2009,2,1
0.41,0.41053,2009-03-31,QCOM,2009,1,0
0.31,0.47200000000000003,2008-12-31,QCOM,2008,4,0
0.63,0.60123,2008-09-30,QCOM,2008,3,1
0.55,0.54933,2008-06-30,QCOM,2008,2,1
0.54,0.52118,2008-03-31,QCOM,2008,1,1
0.52,0.528,2007-12-31,QCOM,2007,4,0
0.54,0.52778,2007-09-30,QCOM,2007,3,1
0.55,0.51522,2007-06-30,QCOM,2007,2,1
0.5,0.48303999999999997,2007-03-31,QCOM,2007,1,1
0.43,0.42086999999999997,2006-12-31,QCOM,2006,4,1
0.42,0.41148,2006-09-30,QCOM,2006,3,1
0.42,0.41539,2006-06-30,QCOM,2006,2,1
0.41,0.39963000000000004,2006-03-31,QCOM,2006,1,1
0.39,0.38214000000000004,2005-12-31,QCOM,2005,4,1
0.32,0.3269,2005-09-30,QCOM,2005,3,0
0.28,0.253,2005-06-30,QCOM,2005,2,1
0.29,0.2725,2005-03-31,QCOM,2005,1,1
0.28,0.26556,2004-12-31,QCOM,2004,4,1
0.29,0.29103,2004-09-30,QCOM,2004,3,0
0.285,0.26345,2004-06-30,QCOM,2004,2,1
0.265,0.2437,2004-03-31,QCOM,2004,1,1
0.255,0.23826,2003-12-31,QCOM,2003,4,1
0.145,0.145,2003-09-30,QCOM,2003,3,1
0.165,0.15179,2003-06-30,QCOM,2003,2,1
0.19,0.18019000000000002,2003-03-31,QCOM,2003,1,1
0.21,0.18731,2002-12-31,QCOM,2002,4,1
0.155,0.1374,2002-09-30,QCOM,2002,3,1
0.12,0.11065,2002-06-30,QCOM,2002,2,1
0.1,0.1015,2002-03-31,QCOM,2002,1,0
0.59,0.38,2019-12-31,PLD,2019,4,1
0.69,0.48,2019-09-30,PLD,2019,3,1
0.59,0.36,2019-06-30,PLD,2019,2,1
0.53,0.33,2019-03-31,PLD,2019,1,1
0.94,0.42,2018-12-31,PLD,2018,4,1
0.6,0.345,2018-09-30,PLD,2018,3,1
0.62,0.37856999999999996,2018-06-30,PLD,2018,2,1
0.68,0.37429,2018-03-31,PLD,2018,1,1
0.55,0.33714,2017-12-31,PLD,2017,4,1
0.57,0.366,2017-09-30,PLD,2017,3,1
0.5,0.452,2017-06-30,PLD,2017,2,1
0.38,0.23833000000000001,2017-03-31,PLD,2017,1,1
0.82,0.264,2016-12-31,PLD,2016,4,1
0.52,0.30571,2016-09-30,PLD,2016,3,1
0.52,0.14870999999999998,2016-06-30,PLD,2016,2,1
0.39,0.09833,2016-03-31,PLD,2016,1,1
0.23,0.13443,2015-12-31,PLD,2015,4,1
0.49,0.19029000000000001,2015-09-30,PLD,2015,3,1
0.27,0.13129000000000002,2015-06-30,PLD,2015,2,1
0.65,0.1174,2015-03-31,PLD,2015,1,1
0.81,0.09,2014-12-31,PLD,2014,4,1
0.23,0.0875,2014-09-30,PLD,2014,3,1
0.13,0.09833,2014-06-30,PLD,2014,2,1
0.01,0.0575,2014-03-31,PLD,2014,1,0
0.12,0.04,2013-12-31,PLD,2013,4,1
-0.02,0.016669999999999997,2013-09-30,PLD,2013,3,0
0.0,0.02,2013-06-30,PLD,2013,2,0
-0.03,0.025,2013-03-31,PLD,2013,1,0
0.02,-0.02667,2012-12-31,PLD,2012,4,1
-0.1,0.013330000000000002,2012-09-30,PLD,2012,3,0
-0.02,-0.04,2012-06-30,PLD,2012,2,1
-0.06,-0.1,2012-03-31,PLD,2012,1,1
-0.1,-0.04,2011-12-31,PLD,2011,4,0
0.12,-0.12,2011-09-30,PLD,2011,3,1
-0.15,0.03667,2011-06-30,PLD,2011,2,0
-0.03,0.01,2011-03-31,PLD,2011,1,0
0.0,-0.01,2010-12-31,PLD,2010,4,1
-0.02,-0.01,2010-09-30,PLD,2010,3,0
-0.01,-0.02,2010-06-30,PLD,2010,2,1
-0.03,-0.09,2010-03-31,PLD,2010,1,1
-0.05,-0.02,2009-12-31,PLD,2009,4,0
0.43,0.002,2009-09-30,PLD,2009,3,1
0.12,0.006,2009-06-30,PLD,2009,2,1
-1.24,-1.16,2009-03-31,PLD,2009,1,0
-2.07,-1.1305,2008-12-31,PLD,2008,4,0
0.24,0.34,2008-09-30,PLD,2008,3,0
0.73,0.685,2008-06-30,PLD,2008,2,1
0.39,0.3075,2008-03-31,PLD,2008,1,1
0.92,0.88,2007-12-31,PLD,2007,4,1
0.69,0.53,2007-09-30,PLD,2007,3,1
1.1,0.38,2007-06-30,PLD,2007,2,1
0.23,0.3125,2007-03-31,PLD,2007,1,0
0.91,0.615,2006-12-31,PLD,2006,4,1
0.33,0.44,2006-09-30,PLD,2006,3,0
0.8,0.445,2006-06-30,PLD,2006,2,1
0.26,0.17332999999999998,2006-03-31,PLD,2006,1,1
1.56,0.73,2005-12-31,PLD,2005,4,1
0.31,0.18,2005-09-30,PLD,2005,3,1
0.45,0.25,2005-06-30,PLD,2005,2,1
0.52,0.155,2005-03-31,PLD,2005,1,1
0.65,0.43,2004-12-31,PLD,2004,4,1
0.35,0.285,2004-09-30,PLD,2004,3,1
0.22,0.18,2004-06-30,PLD,2004,2,1
0.19,0.165,2004-03-31,PLD,2004,1,1
0.32,0.22666999999999998,2003-12-31,PLD,2003,4,1
0.26,0.25,2003-09-30,PLD,2003,3,1
0.19,0.0,2003-06-30,PLD,2003,2,1
0.69,0.52,2003-03-31,PLD,2003,1,1
0.43,0.4,2002-12-31,PLD,2002,4,1
0.3,0.47,2002-09-30,PLD,2002,3,0
0.31,0.61,2002-06-30,PLD,2002,2,0
0.34,0.0,2002-03-31,PLD,2002,1,1
1.42,1.37,2019-12-31,PG,2019,4,1
1.37,1.24,2019-09-30,PG,2019,3,1
1.1,1.05,2019-06-30,PG,2019,2,1
1.06,1.03,2019-03-31,PG,2019,1,1
1.25,1.20965,2018-12-31,PG,2018,4,1
1.12,1.0922100000000001,2018-09-30,PG,2018,3,1
0.94,0.89995,2018-06-30,PG,2018,2,1
1.0,0.9828,2018-03-31,PG,2018,1,1
1.19,1.14205,2017-12-31,PG,2017,4,1
1.09,1.0763,2017-09-30,PG,2017,3,1
0.85,0.78263,2017-06-30,PG,2017,2,1
0.96,0.9395,2017-03-31,PG,2017,1,1
1.08,1.06311,2016-12-31,PG,2016,4,1
1.03,0.9771799999999999,2016-09-30,PG,2016,3,1
0.79,0.7440000000000001,2016-06-30,PG,2016,2,1
0.86,0.81633,2016-03-31,PG,2016,1,1
1.04,0.9785,2015-12-31,PG,2015,4,1
0.98,0.9458799999999999,2015-09-30,PG,2015,3,1
1.0,0.9456,2015-06-30,PG,2015,2,1
0.92,0.92379,2015-03-31,PG,2015,1,0
1.06,1.13032,2014-12-31,PG,2014,4,0
1.07,1.0723799999999999,2014-09-30,PG,2014,3,0
0.95,0.90809,2014-06-30,PG,2014,2,1
1.04,1.01491,2014-03-31,PG,2014,1,1
1.21,1.19838,2013-12-31,PG,2013,4,1
1.05,1.05255,2013-09-30,PG,2013,3,0
0.79,0.77,2013-06-30,PG,2013,2,1
0.99,0.95663,2013-03-31,PG,2013,1,1
1.22,1.1113,2012-12-31,PG,2012,4,1
1.06,0.95909,2012-09-30,PG,2012,3,1
0.82,0.77,2012-06-30,PG,2012,2,1
0.94,0.92895,2012-03-31,PG,2012,1,1
1.1,1.0804799999999999,2011-12-31,PG,2011,4,1
1.03,1.02762,2011-09-30,PG,2011,3,1
0.84,0.82409,2011-06-30,PG,2011,2,1
0.96,0.9679200000000001,2011-03-31,PG,2011,1,0
1.13,1.09909,2010-12-31,PG,2010,4,1
1.02,0.99571,2010-09-30,PG,2010,3,1
0.71,0.7315,2010-06-30,PG,2010,2,0
0.89,0.816,2010-03-31,PG,2010,1,1
1.49,1.42462,2009-12-31,PG,2009,4,1
1.06,0.9873299999999999,2009-09-30,PG,2009,3,1
0.8,0.7864300000000001,2009-06-30,PG,2009,2,1
0.84,0.80214,2009-03-31,PG,2009,1,1
1.58,1.5830799999999998,2008-12-31,PG,2008,4,0
1.03,0.9827299999999999,2008-09-30,PG,2008,3,1
0.92,0.77813,2008-06-30,PG,2008,2,1
0.82,0.8075,2008-03-31,PG,2008,1,1
0.98,0.96625,2007-12-31,PG,2007,4,1
0.92,0.89471,2007-09-30,PG,2007,3,1
0.67,0.66063,2007-06-30,PG,2007,2,1
0.74,0.74125,2007-03-31,PG,2007,1,0
0.84,0.8343799999999999,2006-12-31,PG,2006,4,1
0.79,0.78,2006-09-30,PG,2006,3,1
0.55,0.53588,2006-06-30,PG,2006,2,1
0.63,0.6075,2006-03-31,PG,2006,1,1
0.72,0.68625,2005-12-31,PG,2005,4,1
0.77,0.7583300000000001,2005-09-30,PG,2005,3,1
0.56,0.55412,2005-06-30,PG,2005,2,1
0.63,0.61438,2005-03-31,PG,2005,1,1
0.74,0.72,2004-12-31,PG,2004,4,1
0.73,0.71867,2004-09-30,PG,2004,3,1
0.5,0.48428999999999994,2004-06-30,PG,2004,2,1
0.545,0.53857,2004-03-31,PG,2004,1,1
0.65,0.6423300000000001,2003-12-31,PG,2003,4,1
0.63,0.62542,2003-09-30,PG,2003,3,1
0.43,0.43,2003-06-30,PG,2003,2,1
0.48,0.47889,2003-03-31,PG,2003,1,1
0.565,0.5585,2002-12-31,PG,2002,4,1
0.56,0.551,2002-09-30,PG,2002,3,1
0.38,0.37273,2002-06-30,PG,2002,2,1
0.42,0.41455,2002-03-31,PG,2002,1,1
0.9,0.88,2019-12-31,ORCL,2019,4,1
0.81,0.81,2019-09-30,ORCL,2019,3,1
1.16,1.07,2019-06-30,ORCL,2019,2,1
0.87,0.84,2019-03-31,ORCL,2019,1,1
0.8,0.78181,2018-12-31,ORCL,2018,4,1
0.71,0.6857800000000001,2018-09-30,ORCL,2018,3,1
0.99,0.9403100000000001,2018-06-30,ORCL,2018,2,1
0.83,0.72341,2018-03-31,ORCL,2018,1,1
0.7,0.68148,2017-12-31,ORCL,2017,4,1
0.62,0.6040300000000001,2017-09-30,ORCL,2017,3,1
0.89,0.78375,2017-06-30,ORCL,2017,2,1
0.69,0.61775,2017-03-31,ORCL,2017,1,1
0.61,0.6,2016-12-31,ORCL,2016,4,1
0.55,0.5787800000000001,2016-09-30,ORCL,2016,3,0
0.81,0.81484,2016-06-30,ORCL,2016,2,0
0.64,0.6191800000000001,2016-03-31,ORCL,2016,1,1
0.63,0.59697,2015-12-31,ORCL,2015,4,1
0.53,0.52169,2015-09-30,ORCL,2015,3,1
0.78,0.86431,2015-06-30,ORCL,2015,2,0
0.68,0.68271,2015-03-31,ORCL,2015,1,0
0.69,0.68318,2014-12-31,ORCL,2014,4,1
0.62,0.63912,2014-09-30,ORCL,2014,3,0
0.92,0.95463,2014-06-30,ORCL,2014,2,0
0.68,0.70109,2014-03-31,ORCL,2014,1,0
0.69,0.67168,2013-12-31,ORCL,2013,4,1
0.59,0.56091,2013-09-30,ORCL,2013,3,1
0.87,0.87355,2013-06-30,ORCL,2013,2,0
0.65,0.66389,2013-03-31,ORCL,2013,1,0
0.64,0.60968,2012-12-31,ORCL,2012,4,1
0.53,0.5306,2012-09-30,ORCL,2012,3,0
0.82,0.78165,2012-06-30,ORCL,2012,2,1
0.62,0.56081,2012-03-31,ORCL,2012,1,1
0.54,0.5699,2011-12-31,ORCL,2011,4,0
0.48,0.46465,2011-09-30,ORCL,2011,3,1
0.75,0.7126100000000001,2011-06-30,ORCL,2011,2,1
0.54,0.49546,2011-03-31,ORCL,2011,1,1
0.51,0.45748999999999995,2010-12-31,ORCL,2010,4,1
0.42,0.36515,2010-09-30,ORCL,2010,3,1
0.6,0.5395300000000001,2010-06-30,ORCL,2010,2,1
0.38,0.37464000000000003,2010-03-31,ORCL,2010,1,1
0.39,0.35759,2009-12-31,ORCL,2009,4,1
0.3,0.30107,2009-09-30,ORCL,2009,3,0
0.46,0.44231000000000004,2009-06-30,ORCL,2009,2,1
0.35,0.31609,2009-03-31,ORCL,2009,1,1
0.34,0.34208,2008-12-31,ORCL,2008,4,0
0.29,0.26682,2008-09-30,ORCL,2008,3,1
0.47,0.4395,2008-06-30,ORCL,2008,2,1
0.3,0.303,2008-03-31,ORCL,2008,1,0
0.31,0.27,2007-12-31,ORCL,2007,4,1
0.22,0.2116,2007-09-30,ORCL,2007,3,1
0.37,0.34704,2007-06-30,ORCL,2007,2,1
0.25,0.2252,2007-03-31,ORCL,2007,1,1
0.22,0.22321,2006-12-31,ORCL,2006,4,0
0.18,0.16143,2006-09-30,ORCL,2006,3,1
0.29,0.2816,2006-06-30,ORCL,2006,2,1
0.19,0.18,2006-03-31,ORCL,2006,1,1
0.19,0.18972,2005-12-31,ORCL,2005,4,1
0.14,0.14029,2005-09-30,ORCL,2005,3,0
0.26,0.23399999999999999,2005-06-30,ORCL,2005,2,1
0.16,0.15094000000000002,2005-03-31,ORCL,2005,1,1
0.16,0.13515,2004-12-31,ORCL,2004,4,1
0.1,0.09091,2004-09-30,ORCL,2004,3,1
0.19,0.17917,2004-06-30,ORCL,2004,2,1
0.12,0.11846,2004-03-31,ORCL,2004,1,1
0.12,0.10920999999999999,2003-12-31,ORCL,2003,4,1
0.08,0.08194,2003-09-30,ORCL,2003,3,0
0.16,0.14,2003-06-30,ORCL,2003,2,1
0.11,0.09879,2003-03-31,ORCL,2003,1,1
0.1,0.08357,2002-12-31,ORCL,2002,4,1
0.07,0.07152,2002-09-30,ORCL,2002,3,0
0.14,0.11685999999999999,2002-06-30,ORCL,2002,2,1
0.09,0.09162000000000001,2002-03-31,ORCL,2002,1,0
0.7,0.58,2019-12-31,NKE,2019,4,1
0.86,0.7,2019-09-30,NKE,2019,3,1
0.62,0.66,2019-06-30,NKE,2019,2,0
0.68,0.65,2019-03-31,NKE,2019,1,1
0.52,0.46021999999999996,2018-12-31,NKE,2018,4,1
0.67,0.6262300000000001,2018-09-30,NKE,2018,3,1
0.69,0.64067,2018-06-30,NKE,2018,2,1
0.68,0.52961,2018-03-31,NKE,2018,1,1
0.46,0.4037,2017-12-31,NKE,2017,4,1
0.57,0.47968999999999995,2017-09-30,NKE,2017,3,1
0.6,0.50053,2017-06-30,NKE,2017,2,1
0.68,0.52647,2017-03-31,NKE,2017,1,1
0.5,0.43067,2016-12-31,NKE,2016,4,1
0.73,0.55892,2016-09-30,NKE,2016,3,1
0.49,0.48007,2016-06-30,NKE,2016,2,1
0.55,0.48478999999999994,2016-03-31,NKE,2016,1,1
0.45,0.42808999999999997,2015-12-31,NKE,2015,4,1
0.67,0.59539,2015-09-30,NKE,2015,3,1
0.49,0.41641000000000006,2015-06-30,NKE,2015,2,1
0.445,0.42186999999999997,2015-03-31,NKE,2015,1,1
0.37,0.35056,2014-12-31,NKE,2014,4,1
0.545,0.43864,2014-09-30,NKE,2014,3,1
0.39,0.3757,2014-06-30,NKE,2014,2,1
0.38,0.35985,2014-03-31,NKE,2014,1,1
0.295,0.28904,2013-12-31,NKE,2013,4,1
0.43,0.38975,2013-09-30,NKE,2013,3,1
0.38,0.3718,2013-06-30,NKE,2013,2,1
0.365,0.33475,2013-03-31,NKE,2013,1,1
0.285,0.25028,2012-12-31,NKE,2012,4,1
0.3075,0.28059,2012-09-30,NKE,2012,3,1
0.2925,0.34171,2012-06-30,NKE,2012,2,0
0.3,0.29125,2012-03-31,NKE,2012,1,1
0.25,0.24161999999999997,2011-12-31,NKE,2011,4,1
0.34,0.30356,2011-09-30,NKE,2011,3,1
0.31,0.29041999999999996,2011-06-30,NKE,2011,2,1
0.27,0.28054,2011-03-31,NKE,2011,1,0
0.235,0.21907,2010-12-31,NKE,2010,4,1
0.285,0.25146999999999997,2010-09-30,NKE,2010,3,1
0.265,0.26389,2010-06-30,NKE,2010,2,1
0.2525,0.22236,2010-03-31,NKE,2010,1,1
0.19,0.17844000000000002,2009-12-31,NKE,2009,4,1
0.26,0.24284,2009-09-30,NKE,2009,3,1
0.2475,0.23929,2009-06-30,NKE,2009,2,1
0.2475,0.19729000000000002,2009-03-31,NKE,2009,1,1
0.2,0.19425,2008-12-31,NKE,2008,4,1
0.2575,0.23056,2008-09-30,NKE,2008,3,1
0.245,0.24111,2008-06-30,NKE,2008,2,1
0.23,0.20146,2008-03-31,NKE,2008,1,1
0.1775,0.16480999999999998,2007-12-31,NKE,2007,4,1
0.28,0.21789,2007-09-30,NKE,2007,3,1
0.215,0.21375999999999998,2007-06-30,NKE,2007,2,1
0.17125,0.16596,2007-03-31,NKE,2007,1,1
0.16,0.14048,2006-12-31,NKE,2006,4,1
0.18375,0.1767,2006-09-30,NKE,2006,3,1
0.17375,0.17462,2006-06-30,NKE,2006,2,0
0.155,0.13729,2006-03-31,NKE,2006,1,1
0.1425,0.12834,2005-12-31,NKE,2005,4,1
0.20125,0.1775,2005-09-30,NKE,2005,3,1
0.1625,0.15902,2005-06-30,NKE,2005,2,1
0.12625,0.12345999999999999,2005-03-31,NKE,2005,1,1
0.12125,0.10812999999999999,2004-12-31,NKE,2004,4,1
0.15125,0.13837,2004-09-30,NKE,2004,3,1
0.14125,0.13539,2004-06-30,NKE,2004,2,1
0.0925,0.09115,2004-03-31,NKE,2004,1,1
0.0825,0.07672999999999999,2003-12-31,NKE,2003,4,1
0.1225,0.10982,2003-09-30,NKE,2003,3,1
0.115,0.11573,2003-06-30,NKE,2003,2,0
0.05875,0.05782,2003-03-31,NKE,2003,1,1
0.07125,0.07,2002-12-31,NKE,2002,4,1
0.10125,0.09971000000000001,2002-09-30,NKE,2002,3,1
0.09625,0.09308,2002-06-30,NKE,2002,2,1
0.0575,0.058370000000000005,2002-03-31,NKE,2002,1,0
1.44,1.48,2019-12-31,NEE,2019,4,0
2.39,2.29,2019-09-30,NEE,2019,3,1
2.35,2.31,2019-06-30,NEE,2019,2,1
2.2,2.05,2019-03-31,NEE,2019,1,1
1.49,1.53514,2018-12-31,NEE,2018,4,0
2.18,2.1465,2018-09-30,NEE,2018,3,1
2.11,2.0632099999999998,2018-06-30,NEE,2018,2,1
1.94,1.8370900000000001,2018-03-31,NEE,2018,1,1
1.25,1.3085,2017-12-31,NEE,2017,4,0
1.85,1.7679099999999999,2017-09-30,NEE,2017,3,1
1.86,1.75673,2017-06-30,NEE,2017,2,1
1.75,1.56231,2017-03-31,NEE,2017,1,1
1.21,1.2959100000000001,2016-12-31,NEE,2016,4,0
1.74,1.6746,2016-09-30,NEE,2016,3,1
1.67,1.57392,2016-06-30,NEE,2016,2,1
1.55,1.39408,2016-03-31,NEE,2016,1,1
1.17,1.08981,2015-12-31,NEE,2015,4,1
1.6,1.64867,2015-09-30,NEE,2015,3,0
1.56,1.49671,2015-06-30,NEE,2015,2,1
1.41,1.26539,2015-03-31,NEE,2015,1,1
1.03,1.07407,2014-12-31,NEE,2014,4,0
1.55,1.53987,2014-09-30,NEE,2014,3,1
1.43,1.43987,2014-06-30,NEE,2014,2,0
1.26,1.0696700000000001,2014-03-31,NEE,2014,1,1
0.95,0.96725,2013-12-31,NEE,2013,4,0
1.43,1.39563,2013-09-30,NEE,2013,3,1
1.46,1.2839399999999999,2013-06-30,NEE,2013,2,1
1.12,1.0181799999999999,2013-03-31,NEE,2013,1,1
1.03,0.95219,2012-12-31,NEE,2012,4,1
1.26,1.3981299999999999,2012-09-30,NEE,2012,3,0
1.26,1.16277,2012-06-30,NEE,2012,2,1
1.02,0.97569,2012-03-31,NEE,2012,1,1
0.93,0.90536,2011-12-31,NEE,2011,4,1
1.31,1.41087,2011-09-30,NEE,2011,3,0
1.18,1.08671,2011-06-30,NEE,2011,2,1
0.94,0.9520700000000001,2011-03-31,NEE,2011,1,0
0.8,0.86761,2010-12-31,NEE,2010,4,0
1.45,1.42836,2010-09-30,NEE,2010,3,1
1.11,1.0574700000000001,2010-06-30,NEE,2010,2,1
0.94,0.86929,2010-03-31,NEE,2010,1,1
0.79,0.75664,2009-12-31,NEE,2009,4,1
1.38,1.41214,2009-09-30,NEE,2009,3,0
0.99,0.9785,2009-06-30,NEE,2009,2,1
0.9,0.775,2009-03-31,NEE,2009,1,1
0.9,0.89186,2008-12-31,NEE,2008,4,1
1.25,1.3517,2008-09-30,NEE,2008,3,0
0.93,0.93111,2008-06-30,NEE,2008,2,0
0.76,0.802,2008-03-31,NEE,2008,1,0
0.71,0.66818,2007-12-31,NEE,2007,4,1
1.23,1.2263600000000001,2007-09-30,NEE,2007,3,1
0.86,0.79182,2007-06-30,NEE,2007,2,1
0.7,0.60583,2007-03-31,NEE,2007,1,1
0.63,0.52286,2006-12-31,NEE,2006,4,1
1.15,1.06417,2006-09-30,NEE,2006,3,1
0.66,0.7390000000000001,2006-06-30,NEE,2006,2,0
0.58,0.485,2006-03-31,NEE,2006,1,1
0.46,0.4,2005-12-31,NEE,2005,4,1
1.01,0.94706,2005-09-30,NEE,2005,3,1
0.66,0.69367,2005-06-30,NEE,2005,2,0
0.44,0.428,2005-03-31,NEE,2005,1,1
1.9,0.48567,2004-12-31,NEE,2004,4,1
0.895,0.9303299999999999,2004-09-30,NEE,2004,3,0
0.7,0.67708,2004-06-30,NEE,2004,2,1
0.39,0.4295,2004-03-31,NEE,2004,1,0
0.37,0.36563,2003-12-31,NEE,2003,4,1
0.915,0.90033,2003-09-30,NEE,2003,3,1
0.675,0.6732100000000001,2003-06-30,NEE,2003,2,1
0.485,0.41653999999999997,2003-03-31,NEE,2003,1,1
0.375,0.35364,2002-12-31,NEE,2002,4,1
0.895,0.88182,2002-09-30,NEE,2002,3,1
0.725,0.64458,2002-06-30,NEE,2002,2,1
0.4,0.39539,2002-03-31,NEE,2002,1,1
1.51,1.32,2019-12-31,MSFT,2019,4,1
1.38,1.24,2019-09-30,MSFT,2019,3,1
1.37,1.21,2019-06-30,MSFT,2019,2,1
1.14,1.0,2019-03-31,MSFT,2019,1,1
1.1,1.09239,2018-12-31,MSFT,2018,4,1
1.14,0.9630700000000001,2018-09-30,MSFT,2018,3,1
1.13,1.07596,2018-06-30,MSFT,2018,2,1
0.95,0.8492700000000001,2018-03-31,MSFT,2018,1,1
0.96,0.86487,2017-12-31,MSFT,2017,4,1
0.84,0.7206899999999999,2017-09-30,MSFT,2017,3,1
0.98,0.70538,2017-06-30,MSFT,2017,2,1
0.73,0.69748,2017-03-31,MSFT,2017,1,1
0.84,0.79094,2016-12-31,MSFT,2016,4,1
0.76,0.68303,2016-09-30,MSFT,2016,3,1
0.69,0.58073,2016-06-30,MSFT,2016,2,1
0.62,0.6373800000000001,2016-03-31,MSFT,2016,1,0
0.78,0.7127,2015-12-31,MSFT,2015,4,1
0.67,0.5876100000000001,2015-09-30,MSFT,2015,3,1
0.6,0.563,2015-06-30,MSFT,2015,2,1
0.61,0.50643,2015-03-31,MSFT,2015,1,1
0.75,0.71333,2014-12-31,MSFT,2014,4,1
0.54,0.4855,2014-09-30,MSFT,2014,3,1
0.55,0.60209,2014-06-30,MSFT,2014,2,0
0.68,0.62952,2014-03-31,MSFT,2014,1,1
0.78,0.6776399999999999,2013-12-31,MSFT,2013,4,1
0.62,0.53897,2013-09-30,MSFT,2013,3,1
0.66,0.74966,2013-06-30,MSFT,2013,2,0
0.72,0.6794100000000001,2013-03-31,MSFT,2013,1,1
0.76,0.74558,2012-12-31,MSFT,2012,4,1
0.53,0.56035,2012-09-30,MSFT,2012,3,0
0.67,0.6176,2012-06-30,MSFT,2012,2,1
0.6,0.5748300000000001,2012-03-31,MSFT,2012,1,1
0.78,0.75781,2011-12-31,MSFT,2011,4,1
0.68,0.67769,2011-09-30,MSFT,2011,3,1
0.69,0.5755600000000001,2011-06-30,MSFT,2011,2,1
0.56,0.55586,2011-03-31,MSFT,2011,1,1
0.77,0.684,2010-12-31,MSFT,2010,4,1
0.62,0.54875,2010-09-30,MSFT,2010,3,1
0.51,0.46438,2010-06-30,MSFT,2010,2,1
0.45,0.42077,2010-03-31,MSFT,2010,1,1
0.74,0.593,2009-12-31,MSFT,2009,4,1
0.4,0.31806999999999996,2009-09-30,MSFT,2009,3,1
0.36,0.3592,2009-06-30,MSFT,2009,2,1
0.39,0.38893,2009-03-31,MSFT,2009,1,1
0.47,0.49393000000000004,2008-12-31,MSFT,2008,4,0
0.48,0.47133,2008-09-30,MSFT,2008,3,1
0.46,0.47,2008-06-30,MSFT,2008,2,0
0.47,0.44033,2008-03-31,MSFT,2008,1,1
0.5,0.45733,2007-12-31,MSFT,2007,4,1
0.45,0.39,2007-09-30,MSFT,2007,3,1
0.39,0.38882,2007-06-30,MSFT,2007,2,1
0.49,0.45853,2007-03-31,MSFT,2007,1,1
0.26,0.23323000000000002,2006-12-31,MSFT,2006,4,1
0.35,0.30968,2006-09-30,MSFT,2006,3,1
0.31,0.30207,2006-06-30,MSFT,2006,2,1
0.32,0.32966999999999996,2006-03-31,MSFT,2006,1,0
0.33,0.33028,2005-12-31,MSFT,2005,4,0
0.31,0.29767,2005-09-30,MSFT,2005,3,1
0.32,0.3125,2005-06-30,MSFT,2005,2,1
0.32,0.31704,2005-03-31,MSFT,2005,1,1
0.35,0.32769000000000004,2004-12-31,MSFT,2004,4,1
0.31,0.30129,2004-09-30,MSFT,2004,3,1
0.28,0.28533000000000003,2004-06-30,MSFT,2004,2,0
0.34,0.28548,2004-03-31,MSFT,2004,1,1
0.34,0.29967,2003-12-31,MSFT,2003,4,1
0.3,0.28968,2003-09-30,MSFT,2003,3,1
0.23,0.23673000000000002,2003-06-30,MSFT,2003,2,0
0.27,0.2386,2003-03-31,MSFT,2003,1,1
0.265,0.23199999999999998,2002-12-31,MSFT,2002,4,1
0.275,0.21308000000000002,2002-09-30,MSFT,2002,3,1
0.21,0.20833000000000002,2002-06-30,MSFT,2002,2,1
0.245,0.25404,2002-03-31,MSFT,2002,1,0
1.16,1.15,2019-12-31,MRK,2019,4,1
1.51,1.24,2019-09-30,MRK,2019,3,1
1.3,1.16,2019-06-30,MRK,2019,2,1
1.22,1.06,2019-03-31,MRK,2019,1,1
1.04,1.03373,2018-12-31,MRK,2018,4,1
1.19,1.14039,2018-09-30,MRK,2018,3,1
1.06,1.03046,2018-06-30,MRK,2018,2,1
1.05,0.9993799999999999,2018-03-31,MRK,2018,1,1
0.98,0.93524,2017-12-31,MRK,2017,4,1
1.11,1.032,2017-09-30,MRK,2017,3,1
